,FOS_Mean,FOS_Variance,FOS_Median,FOS_Mode,FOS_Skewness,FOS_Kurtosis,FOS_Energy,FOS_Entropy,FOS_MinimalGrayLevel,FOS_MaximalGrayLevel,FOS_CoefficientOfVariation,FOS_10Percentile,FOS_25Percentile,FOS_75Percentile,FOS_90Percentile,FOS_HistogramWidth,Label
853,79.774345,446.62204,84.0,90.0,-0.57293373,2.5090272,0.015233171,4.362648,18.0,134.0,0.11488846,47.0,66.0,96.0,103.0,56.0,0
1692,57.934204,25.798304,58.0,59.0,0.11042596,3.2005143,0.06400758,2.989582,39.0,84.0,0.13145556,52.0,54.0,61.0,65.0,13.0,0
307,105.15266,303.28198,104.0,112.0,0.95188487,6.6078153,0.01930544,4.179836,59.0,227.0,0.09698318,84.0,93.0,114.0,125.0,41.0,1
5351,153.72548,252.5208,155.0,155.0,-0.580383,3.3541286,0.020171328,4.115804,86.0,202.0,0.08098787,130.0,145.0,163.0,172.0,42.0,0
4960,150.56375,570.7008,149.0,131.0,0.19291714,2.4530551,0.012236684,4.526257,89.0,228.0,0.081072345,120.0,131.0,167.0,182.0,62.0,1
1277,70.92735,1413.5068,68.0,34.0,0.5624473,2.5068011,0.011932823,4.727152,19.0,204.0,0.11626278,29.0,35.0,97.0,122.0,93.0,0
2859,68.81537,1261.7168,67.0,23.0,0.1527507,1.7301661,0.01244742,4.667635,16.0,155.0,0.118946575,23.0,34.0,99.0,116.0,93.0,0
1809,123.555954,1142.5297,130.0,147.0,-0.521262,2.4007146,0.009413807,4.8185906,31.0,197.0,0.09228009,71.0,98.0,150.0,162.0,91.0,0
2835,68.71391,1412.5704,70.0,23.0,0.19552375,2.2477543,0.009417996,4.839575,3.0,208.0,0.121759914,20.0,34.0,98.0,114.0,94.0,0
3109,130.97165,871.80725,123.0,114.0,1.1969026,3.8382814,0.017186237,4.406659,67.0,227.0,0.08467891,104.0,112.0,135.0,188.0,84.0,0
5552,114.52133,421.81946,109.0,90.0,0.5249737,2.3159962,0.016822504,4.261814,75.0,179.0,0.09116473,91.0,97.0,130.0,144.0,53.0,0
4373,49.229977,235.42842,48.0,38.0,0.14261056,2.130635,0.020107124,4.0480337,15.0,160.0,0.1407314,29.0,36.0,61.0,70.0,41.0,0
883,126.73317,239.86102,125.0,114.0,0.24645658,2.7004647,0.019819207,4.098552,78.0,179.0,0.08821952,107.0,115.0,136.0,148.0,41.0,0
836,191.25928,363.74985,188.0,250.0,1.1834539,5.0659437,0.020768542,4.0285788,147.0,250.0,0.07168964,171.0,178.0,198.0,210.0,39.0,1
3623,77.2874,562.85425,77.0,77.0,0.08016674,1.9766825,0.013110201,4.4540014,28.0,173.0,0.11353681,46.0,56.0,95.0,111.0,65.0,0
2500,76.921486,279.57407,76.0,77.0,1.8134104,12.395391,0.02137055,4.0774117,39.0,217.0,0.11333372,58.0,66.0,85.0,95.0,37.0,0
2871,118.39856,556.7016,117.0,112.0,0.09167702,4.3423247,0.014287537,4.5164137,30.0,246.0,0.09135798,91.0,104.0,132.0,148.0,57.0,0
3787,79.245514,437.45932,77.0,77.0,0.4824339,3.28522,0.014796187,4.407699,28.0,186.0,0.11073137,53.0,64.0,91.0,107.0,54.0,1
3698,124.04413,341.2252,122.0,114.0,0.39862633,3.1397347,0.017083742,4.2681866,76.0,224.0,0.0890438,101.0,111.0,135.0,149.0,48.0,0
5597,94.3138,1212.0966,77.0,67.0,0.67691594,2.1926208,0.014333023,4.5767565,43.0,204.0,0.093040094,59.0,66.0,124.0,147.0,88.0,0
1547,176.26537,160.77483,176.0,177.0,-0.41859487,3.3951614,0.024275025,3.89552,114.0,218.0,0.07526436,159.0,167.0,184.0,191.0,32.0,0
5214,110.32787,275.3781,110.0,114.0,0.013519371,2.7763338,0.018387852,4.1878576,59.0,206.0,0.09506291,89.0,98.0,121.0,131.0,42.0,0
5314,99.45915,1318.6483,105.0,114.0,-0.45406792,2.50496,0.008840517,4.9002433,11.0,234.0,0.103026725,44.0,75.0,126.0,143.0,99.0,0
3299,124.07742,1292.8542,114.0,90.0,0.33165333,1.7417259,0.010370446,4.7403846,52.0,209.0,0.08605174,83.0,92.0,156.0,176.0,93.0,1
5325,106.34149,2042.7811,112.0,38.0,-0.08913308,1.8407872,0.007967003,4.9822974,27.0,204.0,0.09951906,41.0,66.0,141.0,166.0,125.0,0
3562,88.24327,96.261284,87.0,90.0,0.64608055,3.8298922,0.032661907,3.6357942,62.0,141.0,0.10570074,77.0,81.0,93.0,101.0,24.0,0
1332,119.012276,269.4461,118.0,112.0,-0.24702741,3.6699421,0.020534355,4.151565,53.0,203.0,0.09127445,99.0,109.0,129.0,139.0,40.0,0
3947,137.73198,384.7383,138.0,141.0,-0.39165783,3.1117463,0.015632818,4.350221,71.0,199.0,0.0852913,111.0,126.0,151.0,161.0,50.0,0
5250,122.9952,541.948,117.0,112.0,0.80092186,3.1627042,0.015486256,4.412795,73.0,210.0,0.08794371,97.0,106.0,136.0,157.0,60.0,0
5890,92.42324,555.90045,96.0,90.0,-0.44998652,2.7792313,0.015082914,4.436968,22.0,162.0,0.10601185,55.0,79.0,108.0,118.0,63.0,0
1325,103.964615,103.01678,103.0,100.0,0.38564754,3.360513,0.030209739,3.6799607,74.0,158.0,0.09761871,91.0,96.0,110.0,117.0,26.0,0
251,121.17751,297.52524,117.0,112.0,0.97380185,4.378004,0.023296403,4.1022162,75.0,194.0,0.08926288,103.0,110.0,128.0,144.0,41.0,1
2327,117.007614,2045.5618,117.0,77.0,0.064678796,2.0262227,0.006530671,5.1291313,22.0,228.0,0.09244402,57.0,78.0,151.0,180.0,123.0,0
13,84.48749,2906.1108,88.0,4.0,-0.054260254,1.7741023,0.019939221,4.8696685,3.0,211.0,0.111032195,4.0,36.0,130.0,154.0,150.0,1
3442,101.93709,607.8753,101.0,112.0,-0.031140313,2.960912,0.0123288045,4.5758004,26.0,219.0,0.098588996,71.0,84.0,120.0,133.0,62.0,0
2097,39.32592,1069.715,31.0,10.0,0.975836,3.5269828,0.04729725,4.087442,3.0,174.0,0.14158002,6.0,10.0,61.0,84.0,78.0,0
5803,60.840572,241.43826,61.0,67.0,0.15017614,2.7225537,0.020179417,4.1046243,18.0,117.0,0.12837239,40.0,48.0,71.0,80.0,40.0,0
1482,123.26249,256.18274,121.0,112.0,0.35359874,2.5747805,0.019787857,4.107432,82.0,176.0,0.08924045,104.0,111.0,134.0,146.0,42.0,1
3128,73.24843,502.06943,74.0,77.0,0.20589583,2.577631,0.013823026,4.44065,27.0,153.0,0.1174404,43.0,55.0,89.0,102.0,59.0,0
5507,148.071,523.4092,150.0,157.0,-0.46866474,2.6977706,0.012970303,4.4841056,70.0,204.0,0.08271336,115.0,132.0,164.0,176.0,61.0,0
3669,6.2526546,18.681206,4.0,4.0,2.4249303,9.90356,0.5365285,1.1816713,3.0,47.0,0.31986415,4.0,4.0,9.0,11.0,7.0,0
184,125.45032,722.1332,126.0,114.0,-0.01104044,2.586015,0.01096152,4.669157,41.0,215.0,0.08947743,89.0,106.0,144.0,159.0,70.0,1
3795,86.146645,56.69707,86.0,90.0,0.27604622,3.2119231,0.04120957,3.3940256,59.0,144.0,0.10764921,77.0,80.0,90.0,95.0,18.0,0
6139,106.56781,373.9029,103.0,90.0,0.6404173,2.9997299,0.016822238,4.279255,63.0,182.0,0.09523412,84.0,91.0,118.0,134.0,50.0,0
2516,34.716454,233.08054,33.0,23.0,0.92002976,4.762897,0.022902695,3.980783,3.0,186.0,0.16547088,17.0,22.0,44.0,56.0,39.0,0
4526,128.20099,282.61316,127.0,114.0,0.059504922,2.7689304,0.0178612,4.1995234,74.0,180.0,0.08790437,107.0,116.0,139.0,151.0,44.0,0
3803,108.44562,469.48526,108.0,112.0,0.13322234,2.4410536,0.013772608,4.440274,55.0,178.0,0.09582964,79.0,91.0,123.0,137.0,58.0,0
2361,54.20961,984.75275,52.0,21.0,0.31945294,1.8471093,0.037534583,4.1062617,14.0,152.0,0.13302259,19.0,21.0,81.0,97.0,78.0,0
219,133.65833,478.7077,131.0,114.0,0.27763185,2.7731707,0.013899355,4.450301,72.0,210.0,0.085632704,107.0,117.0,148.0,163.0,56.0,1
4617,42.419983,677.21515,34.0,17.0,0.7576405,2.4544353,0.018438172,4.3274283,4.0,125.0,0.13745767,16.0,20.0,62.0,84.0,68.0,0
2573,74.33251,1431.2284,82.0,20.0,-0.21727201,2.0530007,0.017267454,4.473235,10.0,186.0,0.12182268,19.0,24.0,100.0,119.0,100.0,0
480,181.4149,515.0972,185.0,200.0,-0.53988916,2.2460532,0.014313785,4.382411,115.0,228.0,0.07497438,147.0,162.0,199.0,207.0,60.0,1
4080,67.60126,803.4574,70.0,77.0,-0.032740276,2.5167038,0.0115360385,4.644658,10.0,157.0,0.12376398,24.0,47.0,86.0,102.0,78.0,0
858,105.78202,391.89014,105.0,114.0,0.32117045,3.565205,0.01654066,4.347858,16.0,188.0,0.096868545,80.0,92.0,116.0,130.0,50.0,0
3518,47.09595,736.8198,41.0,19.0,0.806167,3.0897717,0.020321334,4.29928,9.0,154.0,0.13595913,17.0,20.0,66.0,84.0,67.0,0
4310,142.8653,2884.3909,155.0,17.0,-1.1208795,3.3926022,0.008225006,4.9877086,13.0,227.0,0.08714432,34.0,126.0,180.0,198.0,164.0,0
2494,95.645134,214.62404,94.0,90.0,0.41878414,3.2879713,0.021167107,4.05264,53.0,161.0,0.10136804,77.0,85.0,104.0,114.0,37.0,0
649,134.69768,1671.2947,139.0,112.0,-0.42686698,2.2345073,0.007565011,4.998235,9.0,211.0,0.087528065,77.0,102.0,168.0,184.0,107.0,1
951,179.60902,410.70715,179.0,181.0,-0.2827119,2.6302109,0.01464106,4.361545,109.0,229.0,0.07449006,152.0,165.0,194.0,206.0,54.0,1
5944,73.321976,379.0522,77.0,77.0,-0.17009148,2.818605,0.016517283,4.3122845,22.0,152.0,0.11967715,45.0,59.0,86.0,95.0,50.0,0
4565,115.766335,322.3649,112.0,114.0,1.5203344,6.1222935,0.028814582,3.9918084,59.0,205.0,0.09141695,99.0,105.0,119.0,139.0,40.0,0
4306,43.35233,364.30508,38.0,34.0,1.637305,7.203608,0.022864433,4.096743,11.0,172.0,0.14219338,23.0,30.0,51.0,67.0,44.0,0
4047,96.759834,130.37592,95.0,90.0,0.46769005,3.217597,0.027578013,3.7924774,65.0,155.0,0.10073183,83.0,88.0,104.0,112.0,29.0,0
3341,121.47508,177.48727,119.0,114.0,0.63422924,3.7662504,0.02664401,3.9011662,79.0,179.0,0.08980206,106.0,112.0,128.0,138.0,32.0,0
2722,190.03271,156.10751,191.0,199.0,-0.6265533,2.9591253,0.025127312,3.8466415,141.0,222.0,0.072725765,172.0,181.0,198.0,204.0,32.0,1
330,160.44266,819.2383,157.0,136.0,0.15682997,1.9794003,0.010406551,4.648115,90.0,228.0,0.07809621,124.0,136.0,183.0,202.0,78.0,1
2810,73.9989,327.58768,73.0,77.0,0.29822332,2.6947165,0.016877085,4.2596917,32.0,155.0,0.115461215,50.0,60.0,86.0,98.0,48.0,0
5191,32.300423,131.42786,29.0,23.0,1.4813502,5.545816,0.045524843,3.4933887,14.0,93.0,0.1667212,22.0,23.0,37.0,48.0,26.0,0
2245,90.6328,430.13507,93.0,90.0,-0.72084284,3.492708,0.016853431,4.3440065,23.0,161.0,0.10640354,59.0,80.0,104.0,112.0,53.0,0
2821,94.35141,267.0359,91.0,90.0,0.6083633,3.2653217,0.019544475,4.1381187,52.0,159.0,0.10110492,76.0,82.0,104.0,116.0,40.0,0
4455,42.616936,177.80077,39.0,34.0,0.6607756,2.6888463,0.028476086,3.7970667,21.0,162.0,0.14653793,27.0,32.0,52.0,62.0,35.0,0
5714,117.11799,185.84431,114.0,114.0,0.5997037,3.351101,0.026923774,3.9126198,81.0,185.0,0.09116515,101.0,108.0,124.0,135.0,34.0,0
5219,113.20404,671.0092,118.0,114.0,-1.5547831,5.7938395,0.01768137,4.396834,15.0,172.0,0.09595753,81.0,106.0,128.0,138.0,57.0,0
4826,138.21701,287.0208,137.0,135.0,0.0078634955,2.555747,0.017084068,4.209258,70.0,191.0,0.0846835,116.0,126.0,150.0,160.0,44.0,0
2963,141.46211,336.60806,139.0,137.0,0.29445043,2.7104406,0.016176451,4.268273,90.0,204.0,0.08334264,118.0,127.0,153.0,165.0,47.0,0
4142,79.84824,1178.1671,71.0,48.0,0.8490052,2.8212175,0.011742182,4.7003264,25.0,200.0,0.10552705,43.0,53.0,100.0,133.0,90.0,0
2187,58.84963,122.429794,59.0,59.0,0.0016583994,2.7977254,0.02793925,3.7852259,23.0,100.0,0.13052157,44.0,51.0,67.0,73.0,29.0,0
4992,83.31798,283.7688,82.0,77.0,0.07709273,2.7618623,0.018317299,4.203303,29.0,138.0,0.10868465,62.0,72.0,94.0,106.0,44.0,0
6098,84.96986,1971.1478,94.0,4.0,-0.5319049,2.3544786,0.015553496,4.713815,3.0,203.0,0.11410352,9.0,60.0,115.0,134.0,125.0,1
2603,126.67738,306.1455,123.0,114.0,0.6224476,3.1207159,0.019385165,4.17346,83.0,194.0,0.08754946,106.0,114.0,136.0,151.0,45.0,1
4086,123.79825,1100.6329,120.0,112.0,0.1451472,2.6131568,0.0092279585,4.8648014,29.0,220.0,0.08848632,84.0,100.0,147.0,168.0,84.0,0
4041,120.86644,239.41835,118.0,112.0,0.6737577,3.5753784,0.021950193,4.049322,83.0,205.0,0.08987425,103.0,109.0,130.0,141.0,38.0,1
5054,101.904,666.40063,98.0,90.0,0.63017845,3.0906258,0.012485059,4.582944,43.0,198.0,0.097145304,72.0,82.0,117.0,137.0,65.0,1
323,116.32233,279.6378,116.0,114.0,-0.028598035,2.896477,0.018795205,4.190373,67.0,175.0,0.09259039,94.0,105.0,127.0,137.0,43.0,1
380,151.77545,632.06,149.0,114.0,0.030857261,1.8669442,0.011907374,4.5086527,88.0,210.0,0.0804251,119.0,130.0,174.0,185.0,66.0,1
3799,104.55026,346.63303,102.0,90.0,0.39568228,2.7119753,0.016775683,4.2715406,55.0,179.0,0.09659951,81.0,90.0,116.0,130.0,49.0,0
245,143.04126,408.98633,139.0,134.0,0.48691374,2.9633749,0.015282353,4.3463845,67.0,225.0,0.082422554,119.0,128.0,155.0,172.0,53.0,1
5978,138.64278,302.49915,136.0,134.0,0.59776485,3.5310209,0.018110985,4.1983123,91.0,209.0,0.08411477,118.0,126.0,149.0,160.0,42.0,1
4223,103.358665,198.54526,101.0,90.0,1.1430242,5.8469496,0.024704823,3.9379916,67.0,193.0,0.09723302,88.0,93.0,110.0,121.0,33.0,0
5462,111.4275,529.3719,110.0,112.0,0.13548389,2.308017,0.012997459,4.4838305,58.0,179.0,0.09412477,80.0,93.0,127.0,143.0,63.0,1
5713,82.34002,260.37567,84.0,90.0,-1.2765245,6.165106,0.026025489,4.008285,10.0,143.0,0.11130859,65.0,77.0,90.0,99.0,34.0,0
5653,77.45735,2774.2966,64.0,17.0,0.71586025,2.3552783,0.010376038,4.962369,14.0,218.0,0.10328264,19.0,33.0,112.0,163.0,144.0,0
2464,84.10693,183.66267,82.0,77.0,0.21418738,3.0680435,0.02345608,3.9832363,42.0,135.0,0.107665144,68.0,75.0,92.0,102.0,34.0,0
4123,75.846535,840.98914,78.0,90.0,-0.100088105,2.252372,0.011145637,4.6486864,17.0,157.0,0.1164425,33.0,56.0,96.0,112.0,79.0,0
1595,38.844177,322.3333,37.0,17.0,1.6130064,9.539602,0.023132248,3.98675,14.0,174.0,0.15659393,19.0,24.0,50.0,59.0,40.0,0
3675,96.12074,1051.176,87.0,67.0,0.64097077,2.5047472,0.010781579,4.7334447,38.0,205.0,0.09703815,60.0,70.0,119.0,145.0,85.0,0
5497,84.81292,1059.2216,82.0,90.0,0.61984664,2.8071446,0.010725975,4.730773,31.0,198.0,0.106768936,45.0,58.0,103.0,131.0,86.0,0
3506,135.95854,647.8995,135.0,114.0,-0.091009036,2.4534557,0.011515663,4.606845,62.0,213.0,0.08545951,102.0,117.0,155.0,168.0,66.0,0
47,103.16421,212.53223,102.0,90.0,0.3577641,3.2599616,0.021417318,4.0463367,59.0,162.0,0.09789737,85.0,92.0,112.0,122.0,37.0,1
538,153.19818,480.78546,152.0,147.0,0.4346058,4.67155,0.014177054,4.428297,86.0,255.0,0.080476336,126.0,137.0,166.0,178.0,52.0,1
2780,101.94546,299.51093,103.0,112.0,-0.44677436,3.2113585,0.019057766,4.204529,43.0,202.0,0.09955217,77.0,91.0,112.0,122.0,45.0,0
2440,100.47307,1882.4753,114.0,114.0,-0.71895915,2.3892226,0.008904383,4.9112053,3.0,182.0,0.10626806,24.0,72.0,132.0,147.0,123.0,0
2842,116.61053,561.6975,123.0,77.0,-0.5535471,2.0093133,0.015846083,4.2962027,59.0,165.0,0.0951075,79.0,92.0,134.0,143.0,64.0,0
4148,119.25765,347.7309,118.0,112.0,0.16847107,2.7543943,0.016404629,4.297043,67.0,188.0,0.091086656,95.0,105.0,131.0,144.0,49.0,0
5866,113.08153,227.21147,111.0,112.0,0.54165375,3.2704954,0.022001391,4.044745,75.0,168.0,0.09316865,95.0,102.0,121.0,133.0,38.0,0
4321,145.7728,324.23502,143.0,141.0,1.1028624,4.8883395,0.021185257,4.119534,95.0,218.0,0.08203355,127.0,134.0,152.0,165.0,38.0,1
5122,191.5287,219.53535,193.0,198.0,-0.6055707,2.789136,0.021154583,4.008488,137.0,227.0,0.07253453,169.0,181.0,202.0,208.0,39.0,1
3759,116.02852,365.2251,114.0,114.0,0.47883368,3.3453922,0.016805423,4.295483,63.0,224.0,0.09202115,93.0,102.0,128.0,143.0,50.0,1
2539,126.12877,348.48935,124.0,112.0,0.24433403,2.5249062,0.016245713,4.278846,79.0,183.0,0.08828699,102.0,112.0,138.0,152.0,50.0,0
1137,76.04972,83.81721,75.0,77.0,0.29693824,3.086912,0.03381416,3.5924752,49.0,115.0,0.11387621,65.0,69.0,82.0,88.0,23.0,0
1487,103.067406,133.8793,101.0,100.0,0.5367435,3.3776977,0.027281992,3.7978308,74.0,152.0,0.09750779,90.0,94.0,110.0,118.0,28.0,0
2060,103.85847,366.48782,104.0,112.0,-0.14898074,2.9941432,0.016430277,4.328935,38.0,167.0,0.09819169,78.0,91.0,116.0,127.0,49.0,0
6135,81.60419,63.697598,80.0,77.0,0.58578724,3.656537,0.041354824,3.4337223,41.0,123.0,0.10960555,72.0,76.0,86.0,92.0,20.0,0
2656,126.37534,371.2519,124.0,114.0,1.1105114,6.4763713,0.01806305,4.2530084,75.0,240.0,0.08811472,105.0,112.0,136.0,149.0,44.0,1
5139,61.815666,1994.379,48.0,18.0,0.7842822,2.4317179,0.020713005,4.616973,14.0,196.0,0.112078436,18.0,21.0,94.0,134.0,116.0,0
412,140.90172,456.8302,140.0,139.0,0.114733905,3.5248168,0.014508104,4.4384136,61.0,230.0,0.08397456,114.0,126.0,154.0,166.0,52.0,1
4856,157.41106,500.26544,159.0,169.0,-0.27755287,2.1710007,0.013079046,4.4357367,88.0,217.0,0.080105685,126.0,139.0,175.0,185.0,59.0,0
231,118.49554,902.0993,122.0,114.0,-0.32511127,2.1568902,0.010303752,4.7002454,42.0,222.0,0.09321331,73.0,95.0,141.0,155.0,82.0,1
573,98.32754,1301.8802,98.0,112.0,0.008728896,3.014852,0.008818503,4.9452796,3.0,206.0,0.100678764,53.0,75.0,120.0,146.0,93.0,1
4575,83.756226,71.20722,82.0,77.0,0.36676985,2.9454925,0.037913073,3.4931617,46.0,140.0,0.10811596,74.0,77.0,89.0,95.0,21.0,0
5182,95.11794,697.83655,95.0,90.0,0.37044302,3.3243077,0.01256279,4.600621,34.0,195.0,0.102470614,59.0,77.0,110.0,125.0,66.0,0
5032,17.592552,29.955357,17.0,14.0,3.5014522,22.970043,0.119498886,2.531636,4.0,90.0,0.23436655,14.0,14.0,19.0,23.0,9.0,0
3527,121.39447,203.9601,120.0,114.0,0.20783255,2.8818288,0.021800367,4.022395,80.0,189.0,0.090238474,103.0,111.0,130.0,140.0,37.0,1
1157,143.01851,335.0985,144.0,146.0,-0.26827317,2.8941574,0.016225254,4.2885766,80.0,208.0,0.08390523,118.0,130.0,155.0,165.0,47.0,0
3136,105.544365,374.67642,102.0,90.0,0.61424255,2.9675822,0.01680965,4.2797637,58.0,180.0,0.09568967,83.0,90.0,117.0,133.0,50.0,0
2700,77.928246,404.9376,78.0,77.0,-0.38008207,3.4370766,0.017012235,4.3400745,16.0,144.0,0.11333196,51.0,67.0,90.0,103.0,52.0,0
5952,107.72675,518.20685,107.0,112.0,0.20903063,2.3531632,0.013216108,4.4721317,57.0,177.0,0.09602146,78.0,90.0,123.0,138.0,60.0,0
1412,118.08978,111.43256,117.0,114.0,0.26942334,3.1741536,0.031954873,3.6981986,87.0,163.0,0.091596864,105.0,111.0,124.0,132.0,27.0,1
5409,54.886776,119.420204,56.0,59.0,-0.23907863,2.5706534,0.02887488,3.7449512,20.0,95.0,0.13634095,39.0,47.0,62.0,67.0,28.0,0
2351,144.46083,609.18353,143.0,114.0,0.17920388,2.488026,0.011941419,4.565256,78.0,218.0,0.082778566,114.0,125.0,161.0,177.0,63.0,1
5197,104.47289,80.89239,104.0,112.0,0.24410208,3.0429485,0.03374981,3.558817,77.0,150.0,0.09761421,93.0,98.0,110.0,115.0,22.0,0
5340,98.40729,420.41083,102.0,112.0,-0.8407864,3.203945,0.0174777,4.291477,33.0,152.0,0.10262964,65.0,90.0,112.0,121.0,56.0,0
3762,39.289043,486.95465,34.0,16.0,0.48505604,1.9555401,0.020520847,4.156632,4.0,104.0,0.14841166,15.0,19.0,59.0,72.0,57.0,0
60,116.0502,528.4583,117.0,114.0,-0.19871375,2.6532743,0.013100147,4.5103054,23.0,185.0,0.093206674,85.0,99.0,132.0,145.0,60.0,1
378,180.4398,591.20825,185.0,203.0,-1.1369942,3.6776974,0.015767649,4.3791065,90.0,222.0,0.07537955,141.0,168.0,198.0,205.0,64.0,1
2337,155.01175,514.04333,157.0,158.0,-1.4114165,6.608286,0.015308679,4.394203,29.0,207.0,0.08083235,127.0,144.0,169.0,179.0,52.0,1
3063,93.38276,4149.222,96.0,20.0,0.07639628,1.3723931,0.013702869,4.8441863,9.0,210.0,0.10492256,18.0,22.0,157.0,177.0,159.0,0
2347,113.49696,101.86277,112.0,112.0,0.7001608,4.5181007,0.03850521,3.596702,79.0,168.0,0.093244836,102.0,107.0,118.0,126.0,24.0,0
6033,98.68389,847.63245,101.0,114.0,-0.33835238,2.6860363,0.010910542,4.7131896,21.0,185.0,0.101839066,54.0,80.0,119.0,133.0,79.0,0
2416,88.915115,231.89754,84.0,77.0,1.268254,4.6515427,0.027482828,3.910465,45.0,161.0,0.10307754,74.0,78.0,95.0,111.0,37.0,0
2219,107.62622,231.56203,106.0,112.0,0.17884962,3.905743,0.022814527,4.056957,55.0,168.0,0.095660985,91.0,98.0,115.0,127.0,36.0,0
2298,86.82081,954.4188,92.0,114.0,-0.30082905,1.9206127,0.011261753,4.6596904,21.0,173.0,0.11047655,41.0,59.0,112.0,123.0,82.0,0
5865,73.457466,1232.9409,77.0,90.0,-0.07688238,2.151136,0.0091525195,4.841149,4.0,171.0,0.119456396,22.0,46.0,99.0,117.0,95.0,0
4848,100.224976,192.95357,98.0,90.0,0.60756946,3.2679656,0.02315983,3.9727893,63.0,159.0,0.098772734,84.0,90.0,108.0,119.0,35.0,0
5495,37.879917,614.144,26.0,16.0,0.96163535,2.6298454,0.040546864,3.940594,9.0,167.0,0.1346101,16.0,18.0,56.0,78.0,62.0,0
5787,55.12693,945.869,52.0,16.0,0.30199927,1.8514069,0.014347848,4.5024953,13.0,160.0,0.13080907,17.0,25.0,82.0,98.0,81.0,0
6019,90.227196,726.2589,96.0,112.0,-0.44069993,2.3778849,0.012756617,4.5782123,20.0,161.0,0.108592086,49.0,69.0,109.0,120.0,71.0,0
4471,127.660706,1221.8208,141.0,147.0,-1.2536178,3.589001,0.014630144,4.547824,28.0,189.0,0.09301485,65.0,109.0,151.0,159.0,94.0,0
2449,82.47976,385.49014,81.0,77.0,0.07550498,3.4806838,0.018098116,4.310211,18.0,166.0,0.10911768,59.0,72.0,93.0,108.0,49.0,0
688,72.45057,1160.5828,76.0,4.0,-0.28603527,2.256704,0.0107427575,4.7390475,3.0,155.0,0.120327525,23.0,49.0,98.0,115.0,92.0,1
4206,183.80643,575.49115,189.0,198.0,-1.3313138,4.7316427,0.01630176,4.3777003,69.0,229.0,0.07479459,149.0,174.0,199.0,207.0,58.0,1
1111,64.575195,123.99998,63.0,59.0,0.5085359,3.2512054,0.029131025,3.7631476,29.0,111.0,0.1229149,52.0,57.0,71.0,79.0,27.0,0
5475,105.84066,170.83118,104.0,112.0,0.57502306,3.6427488,0.024538627,3.9123383,74.0,197.0,0.096352756,90.0,96.0,114.0,122.0,32.0,0
1098,167.43791,683.8897,169.0,183.0,-1.0009092,4.473358,0.012678213,4.5656066,47.0,224.0,0.07764072,134.0,153.0,185.0,196.0,62.0,0
813,68.53683,641.1578,67.0,38.0,0.35196498,2.195972,0.013158001,4.491732,23.0,150.0,0.11943,37.0,46.0,87.0,104.0,67.0,0
4370,57.664284,1702.0626,52.0,9.0,0.4260036,2.0234122,0.013818835,4.7227206,3.0,189.0,0.12505318,9.0,20.0,91.0,115.0,106.0,0
5746,91.6064,81.02021,91.0,90.0,-0.20038079,3.1096408,0.0339119,3.5964134,55.0,130.0,0.10413455,80.0,86.0,97.0,103.0,23.0,0
5424,46.680855,533.6992,41.0,25.0,0.63897943,2.3045015,0.019064475,4.2431417,13.0,121.0,0.13716811,22.0,26.0,64.0,82.0,60.0,0
2953,29.816755,348.84164,22.0,18.0,1.6727519,5.248122,0.045864567,3.6906626,4.0,115.0,0.15730806,15.0,18.0,36.0,59.0,44.0,0
460,94.10861,2006.8953,99.0,4.0,-0.34069166,2.0617857,0.008155064,4.9820967,3.0,195.0,0.10572757,27.0,61.0,132.0,149.0,122.0,1
2143,89.367325,369.4467,89.0,90.0,-0.02438749,2.552919,0.015454169,4.33498,37.0,154.0,0.1055641,63.0,76.0,103.0,114.0,51.0,0
1790,128.96161,204.20956,127.0,114.0,0.6817617,3.7759604,0.022640085,3.9854882,91.0,196.0,0.087385915,112.0,118.0,136.0,147.0,35.0,0
5212,111.21813,139.8655,110.0,112.0,0.51032436,3.574506,0.028826077,3.801906,77.0,184.0,0.09430197,97.0,103.0,117.0,127.0,30.0,0
2211,36.51952,1039.8663,22.0,18.0,2.0825143,6.450623,0.052941754,3.7718174,13.0,181.0,0.12843587,17.0,18.0,37.0,90.0,73.0,0
84,117.54016,239.79689,116.0,114.0,0.27157235,3.0640485,0.020519238,4.1022444,71.0,181.0,0.09163106,98.0,106.0,127.0,137.0,39.0,1
516,154.31206,344.91806,154.0,152.0,-0.29122177,2.5921545,0.015641278,4.292304,93.0,207.0,0.08041934,129.0,141.0,167.0,178.0,49.0,1
771,55.877808,819.2117,59.0,9.0,-0.20898074,2.2456813,0.016690195,4.452248,3.0,136.0,0.13746327,9.0,36.0,77.0,90.0,81.0,0
5226,140.60817,345.21802,141.0,148.0,-0.42365777,2.944998,0.016232109,4.2934623,67.0,209.0,0.08444987,114.0,128.0,153.0,162.0,48.0,0
2765,35.407276,165.0259,32.0,24.0,1.5316805,6.767762,0.044810157,3.5449855,16.0,145.0,0.1597653,23.0,25.0,43.0,52.0,29.0,0
4978,139.23424,399.21655,134.0,127.0,0.4987992,2.4851258,0.016044127,4.291079,94.0,207.0,0.08313929,116.0,123.0,153.0,168.0,52.0,0
1334,152.22267,530.051,151.0,162.0,0.14824848,2.5928054,0.012675395,4.50166,89.0,229.0,0.0807252,122.0,134.0,167.0,182.0,60.0,1
