,FOS_Mean,FOS_Variance,FOS_Median,FOS_Mode,FOS_Skewness,FOS_Kurtosis,FOS_Energy,FOS_Entropy,FOS_MinimalGrayLevel,FOS_MaximalGrayLevel,FOS_CoefficientOfVariation,FOS_10Percentile,FOS_25Percentile,FOS_75Percentile,FOS_90Percentile,FOS_HistogramWidth,Label
3293,113.219124,1863.6055,123.0,114.0,-0.6465954,2.3901951,0.007937477,4.9838934,15.0,199.0,0.09795639,45.0,83.0,147.0,161.0,116.0,0
1782,66.7913,2088.783,55.0,23.0,0.7712331,3.5719516,0.025486324,4.4028306,9.0,255.0,0.1110354,20.0,23.0,105.0,121.0,101.0,0
113,111.911,146.56554,111.0,114.0,0.6024912,3.8623064,0.028658113,3.8168054,78.0,174.0,0.094143145,97.0,103.0,118.0,127.0,30.0,1
5300,51.379906,1815.7125,36.0,10.0,0.71290404,2.2953963,0.038234778,4.3700037,4.0,190.0,0.11677717,10.0,13.0,86.0,116.0,106.0,0
3098,75.95747,2594.4204,62.0,23.0,0.4765828,1.7945924,0.011330998,4.8793836,6.0,195.0,0.10366337,21.0,27.0,123.0,153.0,132.0,0
4678,55.32541,693.09607,62.0,9.0,-0.45166108,2.380196,0.019101344,4.292419,3.0,161.0,0.14232174,9.0,34.0,74.0,85.0,76.0,0
3074,182.73705,213.79787,183.0,183.0,-1.1360514,5.1230836,0.02409403,3.9646027,111.0,219.0,0.0740285,164.0,175.0,192.0,199.0,35.0,0
4474,183.31183,1183.114,191.0,218.0,-0.87851304,3.1117487,0.010211012,4.7673283,34.0,247.0,0.075392164,129.0,163.0,209.0,220.0,91.0,1
3769,141.61607,243.4659,140.0,139.0,0.2805322,2.920169,0.019205788,4.118683,91.0,195.0,0.08355097,122.0,130.0,151.0,162.0,40.0,1
1208,51.11533,815.33856,47.0,23.0,0.45756194,2.2132432,0.014548131,4.4972625,3.0,143.0,0.1341213,19.0,25.0,74.0,91.0,72.0,0
5927,65.22793,903.13116,64.0,25.0,0.093876526,1.6465203,0.01728552,4.425132,21.0,137.0,0.12264685,26.0,37.0,92.0,105.0,79.0,0
4478,110.6931,1086.0326,112.0,114.0,-0.18021385,2.3245864,0.00907753,4.8482156,23.0,195.0,0.09560673,63.0,87.0,135.0,153.0,90.0,0
6108,38.30585,1072.1138,27.0,4.0,0.88744974,2.9746623,0.056426138,4.060041,3.0,172.0,0.13564906,4.0,9.0,59.0,91.0,87.0,0
5435,124.60443,183.50221,123.0,114.0,0.29658177,3.4163835,0.02408768,3.95884,72.0,182.0,0.089005955,108.0,115.0,132.0,143.0,35.0,0
2264,132.34705,253.05495,130.0,114.0,0.33627823,2.774862,0.019068519,4.123335,86.0,219.0,0.08615043,112.0,120.0,143.0,154.0,42.0,0
4563,122.73966,319.37216,121.0,112.0,0.2017501,2.8847313,0.017436072,4.2503614,69.0,189.0,0.08962058,100.0,110.0,134.0,146.0,46.0,1
256,132.72711,679.1429,129.0,114.0,0.2875749,2.4678082,0.011838938,4.605269,67.0,210.0,0.0855727,101.0,114.0,150.0,171.0,70.0,1
996,96.76851,853.3035,99.0,114.0,-0.19627568,2.3847675,0.010475582,4.7222257,23.0,181.0,0.1028214,53.0,76.0,118.0,132.0,79.0,0
5334,123.58564,448.4855,122.0,114.0,0.036046334,2.5152185,0.014072524,4.425776,61.0,185.0,0.08937415,96.0,108.0,138.0,152.0,56.0,1
1936,44.22217,503.4259,38.0,23.0,0.6899878,2.5973685,0.019291861,4.236837,10.0,132.0,0.13939646,20.0,24.0,61.0,77.0,57.0,0
5674,35.925346,860.7616,29.0,4.0,1.1424274,4.5561414,0.053626467,4.0229235,3.0,177.0,0.14989875,4.0,9.0,52.0,75.0,71.0,1
919,151.29372,221.40973,149.0,146.0,0.30883154,2.8570268,0.020467028,4.0611057,108.0,202.0,0.08068118,133.0,140.0,160.0,172.0,39.0,0
3319,88.72312,55.877876,88.0,90.0,0.22980595,3.4926567,0.042030003,3.3963637,66.0,157.0,0.105731525,79.0,83.0,93.0,98.0,19.0,0
4710,160.8671,500.98276,163.0,166.0,-0.53064835,3.1570127,0.014434681,4.448769,84.0,221.0,0.07936455,128.0,148.0,175.0,186.0,58.0,0
4172,23.023392,372.1149,14.0,9.0,1.1303216,3.282206,0.10698091,3.2957175,3.0,101.0,0.16251548,4.0,9.0,34.0,54.0,50.0,0
4815,184.40028,330.21527,182.0,168.0,-0.121605024,2.1175404,0.01682387,4.191937,125.0,226.0,0.07316007,161.0,169.0,198.0,209.0,48.0,0
3030,106.32966,2081.2742,114.0,25.0,-0.3250517,2.0170405,0.0072603915,5.0687833,4.0,217.0,0.100414865,38.0,70.0,143.0,159.0,121.0,0
3513,119.48788,309.57083,116.0,112.0,0.8514297,4.1144657,0.020800363,4.1612887,75.0,198.0,0.09013742,99.0,107.0,128.0,143.0,44.0,1
5072,54.013924,1189.8301,40.0,18.0,0.62221205,2.2007282,0.018284565,4.4433694,13.0,176.0,0.1170912,18.0,22.0,82.0,104.0,86.0,0
2836,167.71985,135.31384,166.0,167.0,0.11398205,2.9774156,0.026196044,3.8224509,129.0,215.0,0.07681917,153.0,159.0,175.0,182.0,29.0,0
3315,26.72506,155.22551,20.0,20.0,1.2842088,3.730802,0.065731406,3.335948,9.0,81.0,0.16733867,16.0,18.0,33.0,48.0,32.0,0
4638,106.24308,818.9876,103.0,90.0,0.033160366,2.86636,0.011104799,4.7161517,3.0,211.0,0.095525205,71.0,88.0,126.0,146.0,75.0,0
584,118.8581,1011.13916,118.0,112.0,-0.09319217,2.6494908,0.009507179,4.8319464,29.0,208.0,0.09139285,76.0,97.0,140.0,160.0,84.0,1
5847,55.881668,867.54626,52.0,23.0,0.43541974,2.2331965,0.014901599,4.5024915,11.0,152.0,0.12904236,22.0,27.0,79.0,95.0,73.0,0
3011,97.87138,1629.1494,102.0,112.0,0.027091848,2.1021512,0.008128668,4.9712496,18.0,198.0,0.1031916,42.0,62.0,125.0,153.0,111.0,0
3558,98.173584,712.2598,90.0,77.0,0.7569466,2.6536198,0.0143134855,4.5016556,47.0,179.0,0.096633255,70.0,77.0,114.0,141.0,71.0,0
4331,114.41446,274.72107,112.0,112.0,0.46884218,3.0714471,0.019343285,4.153947,71.0,180.0,0.092497095,94.0,102.0,124.0,136.0,42.0,0
2460,99.90506,182.06161,99.0,90.0,0.21875067,2.8526967,0.022269983,3.9769053,60.0,152.0,0.0995933,82.0,90.0,108.0,117.0,35.0,0
6029,122.81763,377.45486,122.0,114.0,0.045635022,3.0955005,0.015989712,4.3384914,66.0,204.0,0.08993303,96.0,110.0,135.0,147.0,51.0,1
4126,112.48908,66.5655,112.0,114.0,0.3349394,3.8694878,0.043427993,3.4180095,86.0,155.0,0.094080284,102.0,106.0,117.0,122.0,20.0,0
5229,97.301575,441.57837,92.0,77.0,0.6267439,2.652271,0.016911853,4.3021107,58.0,215.0,0.09857665,74.0,79.0,112.0,127.0,53.0,0
88,149.5603,317.6906,151.0,152.0,-0.75018805,4.0118694,0.017883444,4.232853,72.0,200.0,0.08216222,126.0,139.0,161.0,169.0,43.0,1
2693,110.41921,905.35376,115.0,112.0,-0.8403606,3.112211,0.012568363,4.632402,22.0,176.0,0.09711902,59.0,99.0,131.0,144.0,85.0,0
4985,64.04117,1338.5945,52.0,25.0,0.4552644,1.7704347,0.015377728,4.5522456,17.0,160.0,0.11260104,25.0,29.0,97.0,119.0,94.0,0
267,74.14855,2520.2983,85.0,4.0,-0.17530285,1.6723487,0.049824584,4.4096212,3.0,204.0,0.12433884,4.0,18.0,115.0,134.0,130.0,1
5816,75.18647,509.26215,76.0,90.0,0.09012752,2.6857967,0.013415123,4.474437,21.0,163.0,0.11594902,43.0,59.0,90.0,103.0,60.0,0
1077,74.9629,2609.4136,66.0,14.0,0.43934926,1.9528917,0.012407102,4.9114685,11.0,221.0,0.108374126,15.0,25.0,117.0,150.0,135.0,0
1353,17.565287,128.17867,16.0,4.0,0.7149835,3.0000904,0.07296356,3.1955698,3.0,63.0,0.22772187,4.0,9.0,25.0,34.0,30.0,0
397,117.67363,200.93318,115.0,112.0,0.6920792,3.6842973,0.025765674,3.953193,78.0,172.0,0.09113176,101.0,108.0,125.0,136.0,35.0,1
2239,120.37721,243.83704,118.0,114.0,-0.03407624,2.9161787,0.020384347,4.0940394,37.0,173.0,0.0902395,101.0,109.0,131.0,141.0,40.0,0
1860,47.84941,711.1571,41.0,15.0,0.60186,2.36804,0.016751222,4.4136367,4.0,135.0,0.13381825,17.0,25.0,68.0,87.0,70.0,0
232,217.68399,94.51465,219.0,225.0,-2.676256,14.303927,0.050555445,3.2579727,133.0,230.0,0.06798226,207.0,213.0,224.0,226.0,19.0,1
3334,105.72438,109.66836,104.0,112.0,0.38534138,3.1358013,0.02981568,3.6970987,77.0,161.0,0.096458726,92.0,98.0,112.0,119.0,27.0,0
5058,87.12108,645.5253,89.0,90.0,-0.5289008,3.0552592,0.012415155,4.5850954,10.0,158.0,0.10828586,52.0,73.0,105.0,118.0,66.0,0
3486,159.15143,622.656,159.0,160.0,-0.37152666,2.8086913,0.011917906,4.577685,76.0,220.0,0.0792297,126.0,143.0,177.0,191.0,65.0,1
4337,177.62836,347.966,178.0,185.0,-0.4000134,2.7747805,0.01609157,4.2757063,115.0,227.0,0.07510999,152.0,164.0,191.0,200.0,48.0,1
295,127.91995,316.70682,125.0,114.0,0.82161933,4.095672,0.019058563,4.1903877,84.0,206.0,0.08740106,108.0,115.0,137.0,151.0,43.0,1
1212,53.90036,1087.2428,40.0,21.0,0.6594347,2.1257915,0.02777204,4.270552,14.0,158.0,0.117337905,21.0,23.0,83.0,104.0,83.0,0
5853,30.692661,203.96269,25.0,23.0,0.7234262,2.5238147,0.028349204,3.8076615,4.0,79.0,0.1629054,16.0,19.0,40.0,52.0,36.0,0
5998,60.784706,38.10593,60.0,59.0,0.49297336,3.4491577,0.056937832,3.1467116,43.0,90.0,0.12743282,53.0,56.0,64.0,69.0,16.0,0
3348,78.43819,499.28247,75.0,67.0,0.47290564,2.579557,0.014066925,4.428602,34.0,155.0,0.11040865,51.0,61.0,93.0,111.0,60.0,0
1148,61.33333,973.44116,56.0,59.0,0.63536924,2.725625,0.011230837,4.683648,14.0,244.0,0.122010574,25.0,36.0,82.0,108.0,83.0,0
2834,126.361916,374.78018,126.0,112.0,0.0613956,2.5665724,0.015329336,4.3313403,73.0,196.0,0.088831924,100.0,112.0,139.0,151.0,51.0,0
476,134.80067,155.92435,132.0,129.0,0.7437551,3.5640717,0.026046764,3.8444424,100.0,189.0,0.08523047,120.0,125.0,141.0,152.0,32.0,1
5496,39.727047,590.9197,34.0,16.0,0.6759054,2.5311291,0.017302062,4.3162155,3.0,126.0,0.14677538,14.0,19.0,57.0,76.0,62.0,0
5550,101.93108,75.32003,101.0,101.0,0.2980404,3.0108612,0.034549586,3.533584,77.0,137.0,0.09859481,91.0,95.0,107.0,114.0,23.0,0
3356,131.2722,389.57767,127.0,112.0,0.42433512,2.390923,0.016802851,4.273734,83.0,208.0,0.08584778,108.0,115.0,146.0,159.0,51.0,1
2314,124.21908,969.99713,124.0,90.0,-0.033729028,1.956012,0.010199003,4.726251,48.0,216.0,0.08964427,84.0,97.0,151.0,163.0,79.0,0
638,154.6328,446.69803,153.0,149.0,0.024300564,2.3372955,0.013575333,4.413339,94.0,213.0,0.07999154,127.0,138.0,169.0,182.0,55.0,1
6128,89.979744,197.67242,88.0,77.0,0.65246964,3.3141775,0.023145197,3.9792886,55.0,152.0,0.104254924,74.0,79.0,98.0,109.0,35.0,0
4161,151.25645,528.42523,152.0,164.0,-0.07139179,2.369991,0.012630791,4.4894853,94.0,217.0,0.08150943,119.0,133.0,167.0,180.0,61.0,0
4168,128.98576,1730.3512,133.0,90.0,-0.30913484,2.133122,0.00727091,5.0420485,13.0,219.0,0.089409575,72.0,94.0,163.0,180.0,108.0,1
5012,137.33817,1424.9873,130.0,100.0,0.1491113,1.4101676,0.01297677,4.559899,67.0,217.0,0.08301956,94.0,101.0,174.0,188.0,94.0,0
3240,140.88742,342.02982,141.0,146.0,-0.20210591,2.760864,0.015895339,4.2950006,72.0,203.0,0.08428249,116.0,127.0,153.0,163.0,47.0,0
5995,114.32993,163.82411,114.0,112.0,0.27792138,3.0480168,0.02562154,3.897569,78.0,166.0,0.0933883,98.0,105.0,122.0,131.0,33.0,0
859,146.24881,356.80942,145.0,138.0,0.20087361,2.6102707,0.015461881,4.3076506,95.0,209.0,0.08233636,122.0,132.0,158.0,172.0,50.0,1
2236,24.929407,83.611,21.0,19.0,2.329898,12.055189,0.081907265,3.0355208,13.0,114.0,0.1838221,17.0,19.0,28.0,36.0,19.0,0
666,134.95108,222.57681,133.0,130.0,0.4297157,4.062508,0.020305764,4.065228,91.0,239.0,0.08545736,116.0,124.0,144.0,154.0,38.0,1
3620,127.36894,322.68094,127.0,114.0,-0.6872887,5.4314895,0.01873906,4.2187176,29.0,184.0,0.08847861,107.0,117.0,138.0,149.0,42.0,0
6119,99.00656,173.95822,97.0,90.0,0.7662652,3.9424403,0.024737913,3.9011393,69.0,199.0,0.09947682,84.0,89.0,107.0,116.0,32.0,0
6143,72.18586,2489.1277,59.0,18.0,0.4815068,1.8677111,0.012939131,4.8201323,13.0,224.0,0.1064079,18.0,25.0,119.0,145.0,127.0,0
5293,156.88461,310.09525,159.0,169.0,-0.78901625,3.626524,0.017752634,4.198253,45.0,204.0,0.08037449,131.0,146.0,169.0,177.0,46.0,0
2904,64.581436,140.76155,67.0,67.0,-0.86488295,3.5964758,0.030283237,3.7790606,21.0,111.0,0.12674466,48.0,59.0,72.0,77.0,29.0,0
5759,124.570564,103.51349,123.0,114.0,0.7886322,5.1893425,0.032873463,3.6261795,98.0,214.0,0.089030154,112.0,117.0,130.0,137.0,25.0,1
299,126.352875,1330.6156,121.0,114.0,0.15554886,2.3351176,0.008316461,4.941125,2.0,221.0,0.08705778,80.0,99.0,154.0,177.0,97.0,1
2735,111.60176,705.58044,112.0,114.0,-0.14785518,2.3302026,0.011312979,4.6247597,42.0,183.0,0.0948283,72.0,92.0,130.0,146.0,74.0,0
3285,19.839773,6.6588626,19.0,19.0,3.5662389,52.869816,0.23223226,1.7201328,11.0,67.0,0.21970509,16.0,19.0,21.0,23.0,7.0,0
76,84.175415,341.71344,82.0,77.0,0.27506137,3.2092016,0.018194733,4.272426,26.0,151.0,0.107577555,62.0,73.0,94.0,110.0,48.0,1
2888,129.28233,868.24774,135.0,90.0,-0.3544239,1.8478533,0.011410765,4.5970163,57.0,197.0,0.08987269,86.0,100.0,154.0,163.0,77.0,0
2284,127.03572,347.16617,125.0,112.0,0.36085466,2.6942801,0.016704068,4.268189,77.0,203.0,0.08800942,104.0,112.0,139.0,153.0,49.0,0
5108,46.58281,863.59125,35.0,23.0,1.2872261,3.8491466,0.03710108,4.1264544,13.0,172.0,0.12700135,21.0,23.0,62.0,93.0,72.0,0
3680,132.44118,422.57495,128.0,114.0,0.3238145,2.147906,0.016329853,4.297613,85.0,208.0,0.08542441,108.0,115.0,149.0,161.0,53.0,1
3472,56.930767,3857.195,23.0,20.0,1.9150327,5.6825767,0.051993772,4.0753145,10.0,246.0,0.084239714,19.0,20.0,68.0,139.0,120.0,0
349,176.23384,571.32623,183.0,184.0,-1.2430162,3.9379158,0.018154617,4.327162,77.0,222.0,0.076760225,137.0,165.0,192.0,198.0,61.0,1
5431,125.748474,431.5936,127.0,114.0,-0.24051493,2.6043167,0.014352137,4.40417,63.0,197.0,0.0896188,95.0,112.0,139.0,152.0,57.0,0
3522,146.97684,1055.0618,147.0,114.0,-0.056725938,2.3943737,0.009006912,4.8418365,48.0,243.0,0.08249161,104.0,122.0,169.0,191.0,87.0,1
725,157.78595,654.71674,157.0,151.0,0.04092962,2.6515274,0.011397119,4.600924,84.0,252.0,0.07941116,124.0,138.0,176.0,190.0,66.0,1
4695,78.77886,3314.262,90.0,4.0,-0.11292688,1.5583469,0.07316675,4.2887807,3.0,206.0,0.12042358,4.0,4.0,128.0,149.0,145.0,1
2375,53.748844,708.98505,51.0,17.0,0.35459727,2.1776874,0.014387104,4.462919,15.0,147.0,0.13286665,20.0,29.0,75.0,90.0,70.0,0
1557,107.42535,490.76794,107.0,114.0,-0.078212686,2.3820214,0.013273641,4.4691386,49.0,175.0,0.09629087,77.0,91.0,123.0,136.0,59.0,0
3297,43.034245,650.48676,40.0,10.0,0.27740657,1.809742,0.016300038,4.336729,4.0,125.0,0.14696564,11.0,18.0,65.0,78.0,67.0,0
5331,78.06632,2544.169,79.0,14.0,0.109926194,1.8134907,0.011695906,4.8905277,4.0,198.0,0.1138544,13.0,22.0,117.0,148.0,135.0,0
3625,110.436356,375.48514,107.0,90.0,0.7079313,3.2295358,0.017307125,4.269454,58.0,182.0,0.09366553,88.0,95.0,121.0,137.0,49.0,0
3693,137.19667,948.6468,138.0,139.0,-0.2749926,2.670708,0.009695818,4.7951784,48.0,217.0,0.085624084,94.0,116.0,158.0,176.0,82.0,0
2288,161.74948,760.8091,164.0,179.0,-0.5276803,2.6399546,0.011011535,4.6477685,60.0,229.0,0.07917335,122.0,143.0,182.0,194.0,72.0,1
4128,75.49499,124.77224,74.0,67.0,0.5894029,3.1618211,0.029904606,3.7430668,48.0,125.0,0.11394565,62.0,67.0,82.0,90.0,28.0,0
715,165.06178,667.98895,167.0,169.0,-0.39467907,2.6087914,0.011667623,4.5926933,81.0,222.0,0.07829098,128.0,147.0,183.0,197.0,69.0,1
3617,122.63305,346.9087,122.0,114.0,-0.08197929,2.499488,0.015957752,4.2959266,68.0,178.0,0.090068385,97.0,109.0,136.0,147.0,50.0,0
5069,87.53488,118.40756,86.0,77.0,0.76911026,3.615288,0.030615117,3.705599,61.0,139.0,0.10594197,75.0,79.0,93.0,102.0,27.0,0
1599,39.000458,302.619,36.0,21.0,0.45392346,2.0927503,0.032696076,3.8223548,14.0,112.0,0.15384436,19.0,21.0,52.0,64.0,45.0,0
6115,120.238266,829.6878,126.0,140.0,-0.7113747,2.6399179,0.011727081,4.6245637,33.0,185.0,0.09335607,77.0,101.0,143.0,152.0,75.0,0
4295,66.3443,53.078495,66.0,67.0,0.2755661,3.079689,0.044335052,3.3486469,42.0,117.0,0.12245269,57.0,61.0,71.0,76.0,19.0,0
5277,104.841705,1950.5536,112.0,48.0,-0.23220818,1.979563,0.00770648,5.022445,13.0,204.0,0.10094271,43.0,63.0,138.0,158.0,115.0,0
3855,81.566345,406.2048,87.0,90.0,-0.8405089,3.007382,0.018729426,4.256298,17.0,168.0,0.11435328,48.0,71.0,95.0,102.0,54.0,0
2329,125.94701,376.43964,123.0,114.0,0.42839196,3.1373665,0.016453546,4.3167763,73.0,197.0,0.08805717,102.0,112.0,137.0,152.0,50.0,0
2468,130.23312,887.8459,133.0,114.0,-0.4375066,2.6137805,0.010189628,4.744999,38.0,234.0,0.08855322,88.0,109.0,152.0,165.0,77.0,0
5503,29.524284,4.145726,30.0,30.0,0.012998349,3.9851851,0.19502583,1.9248989,23.0,45.0,0.18551594,27.0,28.0,30.0,32.0,5.0,0
5489,127.418465,5654.1704,156.0,20.0,-0.40328923,1.497151,0.010012785,4.962019,9.0,229.0,0.09802344,20.0,34.0,194.0,210.0,190.0,0
4307,83.5616,241.89148,82.0,77.0,0.48779756,3.0886478,0.020138072,4.104733,44.0,156.0,0.10836778,65.0,72.0,92.0,105.0,40.0,0
3873,93.80848,2524.2007,80.0,67.0,0.28572175,1.7759403,0.0069967587,5.092903,13.0,208.0,0.09534609,31.0,51.0,139.0,166.0,135.0,0
4013,159.41447,511.08286,162.0,173.0,-0.9751511,4.020534,0.014943267,4.421296,59.0,211.0,0.079841696,127.0,148.0,175.0,183.0,56.0,0
3002,114.39795,339.86182,111.0,112.0,0.9624676,4.6559067,0.018941153,4.2110705,70.0,215.0,0.09209652,93.0,101.0,124.0,138.0,45.0,0
162,122.84156,1093.4543,126.0,77.0,-0.22636977,1.8032435,0.0104171755,4.693487,54.0,199.0,0.091377646,76.0,89.0,151.0,162.0,86.0,1
959,106.706505,231.01451,105.0,112.0,0.22699109,2.9579513,0.020495215,4.0923214,59.0,167.0,0.0960293,88.0,96.0,116.0,127.0,39.0,0
5222,49.686104,750.394,45.0,23.0,0.9140742,3.7009351,0.014090759,4.5234947,4.0,162.0,0.13501167,19.0,26.0,67.0,87.0,68.0,0
2313,146.37044,199.12296,146.0,144.0,0.005397373,2.7752233,0.020818884,4.032004,102.0,194.0,0.082551144,128.0,136.0,155.0,164.0,36.0,0
5024,110.8324,189.41054,111.0,112.0,-0.0072278357,4.2594943,0.02757851,3.9427414,52.0,178.0,0.095059335,94.0,103.0,118.0,127.0,33.0,0
2975,147.07327,1724.8893,165.0,174.0,-0.86637306,2.165627,0.013707433,4.585907,46.0,220.0,0.087339,77.0,108.0,178.0,185.0,108.0,0
1695,124.24689,425.6073,123.0,112.0,0.07039387,2.4186351,0.014156604,4.3949056,68.0,199.0,0.08926209,97.0,108.0,139.0,151.0,54.0,0
533,122.45632,274.7307,120.0,114.0,0.2977587,3.2566566,0.020204168,4.147923,55.0,185.0,0.089455985,104.0,111.0,132.0,145.0,41.0,1
1631,136.08986,170.09529,134.0,131.0,0.22538461,2.520765,0.022280673,3.9315555,102.0,181.0,0.08506025,119.0,126.0,145.0,154.0,35.0,0
3817,130.52159,579.7216,129.0,114.0,0.07685555,2.1479528,0.012204195,4.5234118,69.0,206.0,0.08701868,99.0,111.0,149.0,162.0,63.0,1
809,175.19511,104.07986,175.0,174.0,-0.49911305,3.8295958,0.030425096,3.6676097,121.0,214.0,0.075508706,162.0,168.0,181.0,188.0,26.0,1
6079,99.77308,508.709,96.0,90.0,0.2884179,2.3453615,0.013596771,4.4527016,48.0,174.0,0.09820243,71.0,82.0,116.0,131.0,60.0,0
1220,77.831436,974.4609,78.0,48.0,0.19098194,2.541914,0.010187284,4.7567163,11.0,183.0,0.11347292,37.0,51.0,100.0,115.0,78.0,0
2611,145.97276,255.11877,146.0,143.0,-0.051556487,3.580947,0.019288842,4.148209,43.0,210.0,0.08277603,126.0,135.0,155.0,165.0,39.0,0
4814,83.05065,1362.5057,91.0,4.0,-0.5870249,2.507375,0.01107807,4.7618527,3.0,183.0,0.11486234,24.0,61.0,110.0,124.0,100.0,1
4616,102.36365,1271.9639,111.0,114.0,-0.70671505,2.9780285,0.010134298,4.823498,3.0,190.0,0.10292378,52.0,77.0,128.0,141.0,89.0,1
1921,108.33468,300.93484,108.0,114.0,0.088031515,3.312795,0.019051272,4.215254,46.0,174.0,0.095927775,86.0,96.0,118.0,130.0,44.0,0
3408,181.28958,1328.915,194.0,200.0,-1.5268399,4.2050157,0.01629488,4.4642644,65.0,229.0,0.0768295,110.0,172.0,205.0,211.0,101.0,0
590,130.5549,829.9886,134.0,114.0,-0.9583772,4.1730065,0.011770912,4.6671586,13.0,217.0,0.08866643,93.0,115.0,151.0,161.0,68.0,1
4800,99.675316,845.7598,101.0,114.0,-0.24950476,2.6765854,0.010578463,4.727437,9.0,176.0,0.10082612,63.0,78.0,120.0,137.0,74.0,0
150,152.20096,654.8074,154.0,175.0,-0.38166794,2.804239,0.011888381,4.5640707,67.0,254.0,0.081534795,116.0,133.0,172.0,182.0,66.0,1
3821,141.73967,202.96715,141.0,143.0,-0.23692739,3.037746,0.02076684,4.042376,83.0,189.0,0.083775714,123.0,131.0,151.0,159.0,36.0,0
1739,29.911633,128.75021,24.0,23.0,1.4050144,4.746836,0.11450006,2.9711463,15.0,97.0,0.16378175,19.0,23.0,35.0,46.0,27.0,0
4486,126.59999,540.1321,125.0,114.0,0.15890534,2.4353654,0.012815674,4.5064983,61.0,199.0,0.08831233,96.0,109.0,143.0,158.0,62.0,1
2698,18.911144,2.5773602,20.0,20.0,-0.9939426,3.6194944,0.36276478,1.3479751,11.0,34.0,0.23648152,17.0,17.0,20.0,20.0,3.0,0
5994,107.341866,163.80862,106.0,112.0,0.5401908,3.4885278,0.025215467,3.8919003,73.0,163.0,0.09591439,91.0,98.0,114.0,124.0,33.0,0
4136,158.58649,210.70161,158.0,160.0,-0.10793934,3.3083208,0.02044435,4.0482407,74.0,208.0,0.07926152,140.0,148.0,167.0,177.0,37.0,0
4875,116.36307,752.6763,118.0,112.0,-0.1419804,2.4196055,0.011077505,4.661301,40.0,221.0,0.093352474,77.0,94.0,136.0,150.0,73.0,1
386,145.00926,1120.749,151.0,166.0,-0.5637253,2.5066416,0.009412169,4.8153005,34.0,216.0,0.08474084,96.0,119.0,171.0,183.0,87.0,1
2131,125.68443,302.34146,122.0,112.0,0.7172827,3.561355,0.019743588,4.158961,78.0,216.0,0.0878817,106.0,112.0,135.0,150.0,44.0,0
2675,97.91385,132.3553,97.0,90.0,0.18005462,4.471433,0.028001102,3.8075137,40.0,211.0,0.10058698,85.0,90.0,104.0,112.0,27.0,0
5500,63.65315,2373.584,43.0,23.0,1.535804,5.170768,0.015675195,4.70838,14.0,244.0,0.10301829,22.0,27.0,89.0,126.0,104.0,0
4007,149.01964,254.55399,148.0,145.0,0.31777462,2.912703,0.018775767,4.136385,102.0,210.0,0.08163706,129.0,137.0,158.0,171.0,42.0,0
5996,71.745575,1618.8599,63.0,38.0,0.87786645,3.0852263,0.010185938,4.8520327,11.0,203.0,0.11063057,28.0,38.0,91.0,135.0,107.0,0
2148,151.9327,916.5086,154.0,176.0,-0.46277228,2.671641,0.010025118,4.753397,51.0,241.0,0.081678756,110.0,131.0,175.0,188.0,78.0,1
3433,17.106565,71.05955,15.0,15.0,2.7430513,12.371237,0.3439642,1.8269308,3.0,102.0,0.22640334,11.0,15.0,15.0,29.0,18.0,0
1703,88.52097,1364.6362,81.0,52.0,0.39713007,2.1116755,0.009319526,4.8530827,23.0,200.0,0.101670824,45.0,56.0,118.0,139.0,94.0,0
5785,39.374744,226.81021,35.0,23.0,0.85167545,3.0531628,0.0295236,3.8492844,14.0,103.0,0.15025061,23.0,27.0,49.0,61.0,38.0,0
6092,132.24014,161.73064,130.0,127.0,0.908804,4.7968607,0.026845507,3.8477068,96.0,193.0,0.08622007,117.0,124.0,137.0,147.0,30.0,0
1213,165.96605,267.01382,164.0,166.0,0.09707041,2.660208,0.017988764,4.16334,118.0,222.0,0.07716186,145.0,154.0,177.0,188.0,43.0,1
4523,88.36265,889.8699,90.0,90.0,-0.18295094,2.624151,0.010329082,4.75065,13.0,175.0,0.10736248,46.0,68.0,109.0,125.0,79.0,0
1114,52.076355,731.7888,55.0,77.0,-0.10265432,1.7563711,0.012992333,4.483297,2.0,120.0,0.14241008,16.0,25.0,76.0,85.0,69.0,0
2830,95.74624,326.61194,95.0,90.0,-0.67359304,5.121858,0.020196412,4.206068,17.0,160.0,0.10179819,77.0,87.0,105.0,116.0,39.0,0
398,134.08803,703.85425,133.0,114.0,-0.011543156,2.770384,0.011276914,4.657666,48.0,221.0,0.0860074,100.0,115.0,152.0,169.0,69.0,1
4761,88.58652,407.17145,87.0,90.0,0.1143612,2.763456,0.015430854,4.378397,29.0,152.0,0.10529118,63.0,75.0,101.0,116.0,53.0,0
721,116.69898,984.4001,119.0,114.0,-0.33548728,2.6608276,0.0096477065,4.8132806,15.0,204.0,0.09347735,72.0,95.0,139.0,154.0,82.0,1
4862,89.28656,250.5499,88.0,90.0,0.31290004,3.1380105,0.020044995,4.135717,45.0,172.0,0.10506432,69.0,78.0,98.0,111.0,42.0,0
4995,99.57279,1226.7865,99.0,90.0,0.12448997,2.6401582,0.009161876,4.8908653,16.0,215.0,0.09992564,51.0,77.0,121.0,146.0,95.0,0
2228,70.00529,538.8672,72.0,77.0,-0.11570467,2.7352285,0.013449847,4.497921,11.0,169.0,0.12120915,36.0,55.0,86.0,98.0,62.0,0
