,0,1,2,3,4,5,6,Label
241,2.7872667,8.526918,11.604006,11.610489,-23.320711,15.903005,23.429203,1
242,2.8892863,7.895562,10.817246,10.956178,21.853203,-14.913013,-22.509733,1
243,2.659029,7.828349,9.8990555,10.093415,-20.278015,-14.207357,20.207943,0
244,2.830109,8.0604,10.430964,10.850594,-21.614748,-14.946969,-21.67291,1
245,2.577754,7.924362,9.458583,8.585779,-17.802446,-13.63488,17.721928,0
246,1.7617068,6.8509035,7.3321633,7.038703,14.233553,10.639562,14.910267,0
247,2.7589557,7.308346,9.953476,10.066882,20.089478,-13.906127,20.704638,0
248,3.0426688,9.756282,12.030667,12.80363,-26.030752,-17.826586,25.226051,1
249,2.757167,8.306568,11.121468,10.834284,22.166227,-14.993383,21.859484,0
250,2.7065136,7.3238983,9.619906,9.466655,19.323381,-13.250058,19.068419,0
251,2.4763157,7.060725,8.909351,8.70245,-19.225012,-12.356754,17.50843,0
252,2.9171896,8.84186,11.764453,11.474616,23.107567,15.899396,23.705383,0
253,2.7367992,7.0376415,9.473067,11.01321,-21.274397,-14.54467,21.805475,0
254,2.5108113,7.024321,9.207237,9.027957,18.500708,13.140878,18.192614,0
255,2.94936,10.329936,12.160711,12.792272,-25.33308,17.958643,25.564342,1
256,2.8907034,7.332739,9.619571,10.694856,-21.016098,-14.369203,-20.989862,1
257,2.896877,8.342572,10.573084,10.647854,21.2594,-14.880156,22.411264,0
258,2.818766,6.55804,9.055851,10.076358,-19.686308,-13.382339,20.01143,1
259,2.8595743,8.640267,11.188364,11.188634,-22.385338,-15.589517,-23.09253,0
260,2.7698207,8.410414,10.844703,10.894601,22.322039,-15.179273,-21.781567,0
261,2.8790338,10.228555,11.9248,11.77398,23.68336,17.204824,-23.932016,0
262,2.6496542,7.1181817,9.387066,9.450299,19.304688,-13.073977,18.90034,0
263,2.737684,7.230122,9.698799,10.308767,-20.350666,-13.92384,-20.709158,0
264,2.602115,7.705758,9.423451,9.376322,19.39409,-13.229403,18.789207,0
265,2.9901888,7.6359644,10.639195,11.305867,-22.830645,-15.19116,-22.296177,1
266,2.6679442,7.101287,9.641077,9.5536375,-19.153656,-14.161439,20.108252,0
267,3.027458,8.396878,10.994462,11.452551,22.731092,16.76992,-23.001049,1
268,2.7104168,6.849713,9.447642,9.526738,19.395405,-12.99042,19.05507,0
269,2.8335319,8.6440525,11.980591,11.085966,-22.976448,-15.470339,-22.665812,0
270,2.2914362,7.6945944,8.704906,8.547519,17.398676,12.836564,17.268919,0
271,2.928615,11.033992,11.528229,12.572659,-24.669374,-18.089935,24.98154,1
272,2.4249012,7.724235,8.929428,8.724884,17.700464,-12.911551,-17.704666,0
273,2.8829892,9.776401,11.404853,11.676431,-23.377264,-18.04472,-23.358324,0
274,2.9705637,8.79223,11.666008,12.261443,-24.39516,-17.063072,-24.357811,1
275,2.9432611,8.720115,11.463256,11.306581,-23.011475,15.9531355,22.748005,0
276,3.0316696,8.2831335,11.34086,12.917469,27.033278,-18.370255,25.046658,1
277,2.8212974,8.032448,11.270125,12.516416,24.630133,18.390764,-24.50739,1
278,2.9307003,8.678974,11.174699,12.247391,24.142405,16.67108,-24.079967,0
279,2.9967148,10.177103,13.923844,12.65082,-26.643759,17.898123,-25.946745,1
280,2.746247,7.716269,9.996716,10.398398,20.705885,-14.271038,-20.796425,0
281,2.5854127,7.9608097,9.413099,9.475756,19.193947,-13.486835,-18.99256,0
282,2.8101337,8.814082,12.022614,11.511654,23.280718,16.111954,-24.30521,0
283,2.8597586,9.7487335,12.150801,13.498722,26.815239,18.727903,-26.347298,0
284,2.6903791,7.689195,10.414659,9.945552,-20.28396,-14.0505705,20.268654,0
285,3.0371075,7.6453567,10.516874,11.913599,-23.128874,-15.738154,-25.008337,1
286,2.8073802,11.012145,11.853545,11.96751,24.954596,-18.128298,23.87957,0
287,2.828265,7.419638,9.9908085,10.548409,-21.23567,-14.25824,20.85232,0
288,2.837327,7.534867,10.1228695,10.921548,-21.511497,-14.6891575,21.729696,0
289,3.0170176,9.67392,12.06576,13.0517435,-25.866707,18.145721,25.690226,1
290,2.8090117,8.070422,12.047857,12.099377,-24.389755,17.328543,-24.27282,0
291,2.9467359,8.1001625,11.636799,11.038258,-22.384748,15.966638,-23.072401,1
292,2.8748116,8.788296,10.550327,10.450468,21.103521,15.426044,21.09926,1
293,2.2509701,8.103577,8.338016,8.345516,16.729288,-13.527432,-17.064663,0
294,2.447535,6.759452,9.092042,9.132953,-18.512299,-12.519975,-18.320625,0
295,2.930305,8.75364,11.870454,11.828731,-24.166378,-16.333925,-23.70257,1
296,3.0017126,8.263607,11.494434,11.884019,23.679121,-16.232239,23.780014,1
297,2.737952,8.695518,11.421762,10.347583,21.338724,14.820646,-21.438087,0
298,2.8204207,8.198026,10.5096245,10.341316,21.17905,14.795359,-20.802023,1
299,2.8424811,9.580285,11.613697,11.743097,23.882587,-16.821962,23.44916,0
300,2.762559,8.350377,11.7354355,11.518122,-23.1456,-15.978832,24.39108,0
301,2.6072288,7.013907,9.4225235,9.611034,19.390322,-13.122207,19.204807,0
302,2.9307673,8.465311,10.938325,10.91603,-21.84322,-15.253461,23.952284,1
303,2.8866708,8.99265,12.43929,11.228032,-23.211645,15.736823,-23.212772,1
304,2.825221,8.039351,10.363641,10.839734,22.34394,-14.859422,-21.44485,0
305,2.9957268,8.560356,11.978568,12.689822,-25.333277,17.130383,-25.083813,1
306,3.053457,9.532159,11.681012,12.791213,25.02838,-17.801134,-26.185051,1
307,2.5497315,7.012529,9.253748,9.073674,18.569908,-12.839013,18.290297,0
308,2.8684015,8.238316,11.107971,11.266843,-22.495539,-15.410755,-22.835028,1
309,2.4593773,6.3710623,8.345708,8.731921,-17.277115,-11.919215,-18.039919,0
310,2.9322948,8.668507,12.633044,12.6289425,-25.466444,17.012012,-25.365976,1
311,2.7392228,7.4106,9.898681,9.897997,20.954134,-13.680406,19.797388,0
312,2.8375444,7.7053957,10.137029,11.369766,-22.180676,15.754224,-22.439785,1
313,2.0571835,7.707163,8.535295,8.468065,17.042892,12.3364725,-17.241575,0
314,2.8325887,7.701897,10.252861,11.1993685,-21.939075,-15.187389,22.533987,1
315,2.7730663,7.7426,11.336157,10.94597,-22.170195,15.473003,22.3357,0
316,2.753911,9.583214,10.025494,10.086128,-20.413282,14.896465,-20.215279,0
317,2.7958527,9.689833,12.115846,12.273023,-24.871414,17.345133,-24.504189,0
318,2.8535893,7.7038836,10.583891,11.385725,-22.553802,-15.39387,22.492592,1
319,2.8881586,9.277884,12.110791,11.870614,23.907843,-16.669125,24.218699,0
320,2.7680366,9.336314,11.162652,11.31603,22.771767,16.121578,-22.65541,0
321,2.8830037,8.548553,12.512597,11.440789,23.75752,16.120909,23.468365,0
322,2.8243766,10.049361,11.751983,11.581814,23.296192,-16.717087,23.602146,0
323,2.3533149,6.50673,9.276008,8.096078,-17.137728,11.354278,16.829071,0
324,2.759717,8.210779,10.673019,11.280731,22.57211,15.836678,22.315763,0
325,2.86693,10.32833,12.3223715,12.46325,25.371626,-18.214119,24.877277,0
326,2.5197244,7.235811,8.916228,8.313301,17.497543,12.189824,16.944435,0
327,2.4072745,7.4428096,9.261584,8.730299,-17.999714,12.484004,-17.79873,0
328,2.8956208,8.503462,10.576254,10.55359,-21.262861,-14.807642,-21.27537,0
329,2.9210854,9.042546,11.436035,10.834704,22.226528,15.4155855,-22.049698,0
330,2.9284527,9.301583,11.327788,10.655633,21.89323,-15.311986,-21.731817,1
331,2.7211497,9.158318,11.310834,12.481878,24.533754,17.14519,24.523857,0
332,2.4356098,7.147941,8.717921,8.888602,19.682734,-12.60388,-17.691887,0
