,LTE_LL_5,LTE_EE_5,LTE_SS_5,LTE_LE_5,LTE_ES_5,LTE_LS_5,Label
155,5357.154,65.84345,22.909414,313.9381,37.11674,132.26999,1
4888,4250.486,61.15588,18.67649,323.36005,32.0372,121.141594,0
1706,7134.723,44.015747,16.886759,216.87546,26.314363,89.24136,0
1699,2849.7278,72.07548,24.071798,305.3382,40.568417,143.03067,0
4960,4027.3186,62.060825,21.290054,299.27295,34.806774,122.03464,0
2454,8480.522,62.23172,19.530247,303.80234,33.474125,121.33837,1
755,6179.529,72.88496,22.5945,326.8735,38.506275,131.45238,1
4442,4654.9067,69.94232,21.815718,344.45523,37.34211,140.41698,1
922,4497.789,71.76212,25.520338,324.34644,41.183186,141.09781,0
3129,1748.7572,50.909008,19.817661,194.43658,31.036327,101.94011,0
207,8174.9707,89.90917,25.180698,482.3152,44.532627,170.60674,1
1345,5457.392,56.60999,20.612019,244.16301,33.17084,113.36996,0
2373,10164.284,58.21384,20.96283,278.68735,33.40886,114.786125,1
3727,4363.953,38.60124,15.605786,165.59392,23.851894,76.4284,0
1957,4983.432,40.691006,19.355194,134.40727,27.784437,81.45862,0
6133,3138.3347,56.430393,20.247932,252.18336,32.73595,121.99193,0
1661,4014.3591,48.298607,15.812265,234.71413,26.445864,93.48669,0
3542,3365.236,67.22026,24.9728,283.465,39.945057,138.31915,0
2590,3146.797,51.303116,18.807796,217.59958,30.154463,102.55973,0
6040,4057.6025,62.976326,21.679384,275.50955,35.687244,124.56202,0
2893,1830.7037,12.909222,6.108613,48.539265,8.659859,25.724657,0
3003,8227.106,45.66313,16.989302,203.08362,26.848808,91.23588,0
1778,9468.197,45.254814,15.631541,195.52191,25.452917,85.45275,0
1546,12052.176,56.014896,19.949537,273.52518,31.932735,107.271835,1
2870,6120.315,72.64582,25.16786,334.47086,41.176987,140.65166,0
1725,4075.3337,50.610237,18.58701,243.14645,29.47169,100.19685,0
4536,3903.0913,67.17006,20.676424,329.8942,35.609627,131.43219,0
3676,2297.2397,60.008675,20.978231,252.34895,34.271187,118.37076,0
648,13127.041,58.523975,17.629368,329.10532,30.557625,119.54325,1
4997,15152.893,49.604176,17.584534,213.12102,28.603815,97.345955,0
3805,5380.5493,67.553024,25.145536,320.75998,39.761932,163.12527,1
4038,5018.5933,23.357727,8.848376,103.70275,13.744255,46.114178,0
1858,17009.637,148.00775,24.373222,1061.7837,52.993183,229.35515,0
3685,1660.0972,53.71438,18.998882,208.81587,31.226292,106.590416,0
5985,6497.2407,68.99928,22.787952,352.28333,37.422253,133.35097,1
3814,5040.537,69.29807,23.037096,314.23224,38.36091,132.677,0
4373,8083.6216,60.68717,20.427523,310.75845,33.86971,119.8297,0
5125,11334.086,55.886276,20.052925,288.2629,32.05597,109.8398,1
3692,9965.765,32.09291,10.991374,162.51485,18.085695,67.28744,0
601,4998.396,67.969826,24.297691,346.28357,38.72329,133.64716,1
2523,8270.245,51.898724,18.451832,238.40532,29.625513,102.824,0
2516,12711.616,102.64837,47.539497,347.73273,69.17098,205.43959,0
3539,5236.432,49.234867,21.624413,180.47595,32.393913,101.36265,0
2626,6718.1934,60.786045,22.358896,283.64282,35.599472,120.52546,0
774,6703.4985,70.224174,23.280006,375.75958,38.224445,139.64307,1
2082,7490.7266,41.811752,17.761013,168.30898,26.658981,83.141304,0
551,7328.5454,53.36517,18.652191,279.62137,30.077703,105.80922,1
5889,3855.4612,72.71781,24.896688,318.347,41.21418,143.23494,0
1121,3350.5867,66.03017,24.952381,283.06433,39.350204,134.68391,0
819,1968.046,63.418133,23.640583,257.95303,37.792984,131.55338,0
349,5190.9395,65.619514,23.103243,317.8194,37.136597,127.4859,1
3850,4131.2036,60.590237,18.813393,292.91443,32.297947,118.71602,0
562,4539.8335,80.973625,22.909647,423.98563,40.8343,164.36095,1
4885,4160.38,67.093,24.928165,306.1929,39.480225,135.42987,0
265,5739.6553,64.18468,22.306278,329.8668,35.83381,127.12327,1
1600,4248.248,65.232765,22.44509,319.92612,36.32082,127.66628,1
694,7920.0884,63.256325,21.331753,343.87354,34.762722,124.94738,1
3779,4759.0366,66.290985,21.301912,296.71918,35.918262,123.57796,0
3978,7545.7666,38.036396,15.420666,177.12917,23.33936,76.029015,0
5056,4459.6426,49.07241,18.85253,210.46812,29.629635,97.25154,0
5977,5672.5586,50.33649,16.527937,222.67792,27.876827,98.58293,0
3845,1587.3516,53.813725,19.26798,208.79324,31.506084,108.42226,0
1654,5701.2793,35.5843,15.22486,131.9992,22.883738,74.27699,0
4802,6683.9634,47.54524,18.595718,205.85176,29.021091,102.47577,0
4602,7638.5405,38.363136,14.201426,171.12105,22.309252,73.35764,0
1983,3467.8403,65.793106,31.41169,195.55702,45.259956,130.79507,0
7,7070.0835,69.20792,23.557425,354.44342,38.446625,131.51045,1
3280,3910.136,65.33079,21.682013,305.34125,35.94702,126.38059,0
2636,8121.4546,41.33594,15.055115,194.67145,23.882957,81.46064,0
289,3869.5842,80.71786,25.39427,356.52234,43.439568,151.17474,1
2420,8191.296,71.48828,24.318409,383.85992,39.605026,140.66258,1
4265,3745.112,51.218616,16.902191,248.81476,28.21636,100.97222,0
397,5238.508,61.839527,21.829384,274.18976,35.63915,123.79977,1
4844,4953.4287,58.638935,20.620392,267.70963,33.531544,116.254524,0
2444,2246.9797,57.891457,22.927645,224.61761,35.79073,116.79676,0
36,7485.0405,81.5614,27.763836,388.26254,45.51286,165.9989,1
785,3354.422,58.562614,21.521631,264.45685,34.42524,115.627266,0
3245,2231.5908,55.10049,19.849442,227.90353,32.084835,108.73527,0
2187,11704.293,38.786953,14.68045,177.27126,22.981459,75.28549,0
3429,3357.8787,52.44908,15.673072,269.65707,27.251099,102.64252,0
3903,5626.007,34.658653,14.642867,134.82307,22.027668,68.90295,0
6023,2509.4878,73.46109,27.919424,281.09708,44.296944,144.42296,0
3467,1981.6903,53.811623,18.188396,228.23546,30.425476,107.12587,0
3730,3783.2502,65.670715,24.487034,297.27362,38.59858,129.04758,0
1089,2959.4956,51.14855,16.340929,253.23581,27.791397,105.10802,0
3708,3069.4475,59.162197,19.728565,269.716,32.617634,113.07139,0
3173,4784.7153,78.933136,26.719116,380.16565,43.661705,153.64153,0
3350,7618.4,73.36209,23.888775,407.88986,39.22864,143.59183,1
4797,12561.35,52.343483,17.261475,255.47704,28.993393,103.03756,1
3335,9524.838,56.624863,19.764263,246.00388,32.499134,114.05507,0
5326,9934.466,58.666477,21.694498,232.60336,35.048336,117.505394,0
5239,5892.667,65.127846,21.679422,313.53235,36.030605,131.15688,0
1266,4456.593,23.945456,9.773529,106.305145,14.786514,48.812904,0
3219,2378.071,50.568287,18.483679,219.52657,29.64055,102.92051,0
6130,8034.1157,30.854923,10.645004,171.8268,17.486845,66.10108,0
5362,8868.799,36.148426,12.172061,187.20549,20.039867,73.36642,0
5994,9195.601,38.289455,16.1577,161.03893,24.170763,74.73892,0
4157,2688.9524,57.9217,20.253595,255.74153,32.941017,113.90689,0
5573,11681.067,56.131107,21.960434,246.87883,33.934155,111.53121,0
582,3447.4744,79.66999,26.158495,331.75153,44.094547,151.90956,1
164,4434.56,58.709415,19.108292,255.3394,32.562,114.72126,1
5162,5144.0503,60.63999,20.468227,294.13605,33.948227,120.88804,0
4829,5014.5146,61.16856,21.719877,295.76825,35.19397,119.71495,0
4385,7008.595,60.524612,21.592218,266.49902,35.18223,125.71053,0
2898,1805.4703,23.502102,11.227844,74.28362,16.101738,47.178417,0
3478,2880.5872,47.32322,17.309317,204.30894,27.710413,94.49106,0
1154,6688.0884,35.993484,14.870385,151.07965,22.47654,72.95451,0
6069,7430.4175,49.859543,17.74067,247.53467,28.695694,101.78336,0
1663,3472.6924,64.917305,22.49269,295.72766,36.72115,127.16689,1
1146,5688.4355,49.27197,17.00263,223.89268,27.67838,96.398415,0
5714,3772.1653,64.645836,23.723122,280.63446,38.016304,129.40808,1
572,4735.7905,73.64651,26.049107,362.9904,41.657143,142.01724,1
3258,3793.2874,39.91647,16.276693,145.45456,24.887732,79.54075,0
2726,11714.926,46.20905,16.72067,207.4275,26.96218,91.42023,0
3346,4268.9897,58.400875,20.56635,257.31006,33.412548,121.168274,0
4616,7770.8164,63.0109,21.69815,329.40643,35.174496,124.90652,0
3132,6542.2856,111.58013,53.154762,341.95792,76.56208,225.04166,0
5594,6726.338,71.94661,32.28404,260.61908,47.640278,143.91177,0
4554,7350.978,69.82252,23.931725,326.51898,39.464115,137.25272,1
5337,3108.4204,70.34128,22.907106,322.88165,38.85501,142.7755,0
4944,148.92125,13.35368,6.312931,40.5077,9.125623,27.054922,0
3718,8264.945,64.19234,23.887953,303.24286,37.972443,126.858734,0
5257,6852.9756,27.604269,11.219381,144.87589,16.928492,54.20196,0
3610,6032.504,39.877266,16.036898,171.73726,24.649212,77.89464,0
8,7038.142,67.781586,21.969055,378.92365,36.0039,139.73145,1
5851,5853.792,59.282246,18.435453,282.97235,31.874155,116.05228,1
502,8008.3545,79.25804,26.728546,418.58105,43.74673,157.5214,1
3073,4157.646,70.67251,23.437735,340.46188,38.7592,140.59271,1
697,6203.8467,75.51924,25.31552,366.0389,41.38006,143.51743,1
5804,5283.5522,50.501583,18.314167,227.86856,29.482992,106.412544,0
2509,6305.429,33.145313,11.963848,150.13034,19.377182,70.03399,0
6159,4515.1357,59.344254,21.519339,233.70364,34.926014,117.68968,0
3579,2449.3071,52.88607,19.307163,241.87317,30.850908,110.445564,1
5522,9664.405,56.806232,20.42975,260.89368,33.066666,112.79453,0
4131,5446.694,32.18588,11.0931,149.62086,18.225327,66.31971,0
3377,7417.5884,88.7245,29.298,424.05673,48.40828,170.78018,1
4979,4726.2524,84.952965,28.916807,401.60727,47.16924,165.94812,0
3286,4675.149,57.42605,18.199448,310.51257,30.711227,114.08493,0
2085,5054.479,57.60354,20.35111,257.0063,32.88577,114.614265,0
1349,4446.739,66.53426,24.742563,271.60645,39.937244,136.11269,0
4867,3414.8772,72.57775,25.718441,320.67896,41.61647,143.26756,1
3031,18679.416,78.62934,14.385136,636.01697,30.955952,194.44682,0
3926,7075.1523,82.116425,27.891846,390.43933,45.8137,166.86113,1
3329,6112.7046,132.20195,64.215416,405.33414,92.33575,270.66583,0
5026,2454.6853,50.84514,16.222189,226.26419,27.372131,95.62531,0
3942,5515.901,61.893444,20.028421,309.50082,33.811157,120.94918,1
2953,3260.4338,72.24863,23.869884,326.0256,39.78108,137.875,0
4631,2928.7842,48.52292,16.776655,223.8466,27.659883,99.1177,0
560,11964.511,51.671494,16.585922,265.9936,28.020182,103.88653,1
777,8143.5107,66.33684,23.501713,325.2804,37.722355,166.98367,1
4279,13614.023,38.345528,12.569672,187.0619,21.052525,78.26327,0
5625,313.0319,21.72028,10.568774,64.39577,15.071783,43.942524,0
3834,4200.1733,66.46904,21.371466,292.87866,35.856903,121.626884,0
2351,8976.285,36.24542,13.184906,199.22845,20.70289,70.69918,0
1950,6179.994,68.08824,22.779184,322.75473,37.940403,136.85895,1
227,4728.831,73.82044,21.704685,392.05115,37.516884,141.7399,1
2937,3146.7678,57.892582,22.016525,237.29366,34.821556,124.193535,0
1320,5129.93,56.301495,20.896725,247.55191,33.28163,111.157455,0
497,6393.1377,68.236404,23.688221,339.04636,38.345093,135.37943,1
3925,2750.2703,60.914288,22.603329,248.37732,36.08922,119.196495,0
2911,7353.016,40.724487,15.583952,161.29312,24.432074,79.654724,0
3046,4927.8228,65.33623,22.167953,303.35922,36.877857,124.75269,1
1061,6605.4795,40.993977,17.3782,162.2187,26.188623,85.51843,0
2988,6652.316,81.25539,27.306456,411.9696,44.764587,162.01973,1
5419,2730.2708,39.22711,14.337054,149.17613,23.286093,77.82555,0
2859,4411.191,54.588383,19.855183,245.35434,31.629366,109.124306,0
5167,6282.6655,44.42995,19.856054,156.79584,29.361864,88.362816,0
4238,4652.553,57.751152,19.93086,283.6143,32.56021,118.50343,0
4093,4303.5024,73.26185,25.235489,308.8353,41.50071,147.2067,0
1995,5620.866,50.16362,18.350704,208.2896,29.434723,99.41427,0
3118,3971.5706,54.27607,17.809874,257.37292,29.674234,103.56537,0
5431,5061.633,56.063095,20.42829,272.7608,32.550365,117.70115,0
2237,3514.2935,24.836203,10.937174,90.23249,16.303616,50.351673,0
5195,2300.0044,54.191128,20.433376,211.71512,32.462975,110.13955,0
1896,1389.7506,38.272835,18.305248,113.75604,26.361044,76.84168,0
4309,10310.625,36.06213,15.096594,139.49529,22.891478,71.12147,0
1281,2691.6116,58.397953,20.661463,253.95152,33.513355,115.7606,0
4613,5358.4688,58.53643,18.500818,282.52542,31.280418,109.29291,0
938,2475.5881,27.549692,12.784199,89.00342,18.60666,55.642513,0
5951,2254.1108,60.730255,21.421114,250.05699,35.092304,122.404205,0
984,3292.5493,57.032135,18.301819,269.1556,30.929054,111.864174,0
5147,8672.762,59.590042,21.187307,258.76,34.614395,121.646164,0
275,6619.2427,62.768,22.461311,288.8161,36.040714,122.44033,1
1614,2988.715,55.067314,18.880236,230.80551,31.255896,106.258675,0
5074,6462.839,63.183247,22.401861,291.89407,36.383675,126.73861,0
4886,3598.5444,64.02473,21.972046,297.58167,35.921097,122.822395,0
1115,7651.992,59.37947,21.205969,278.96457,34.139774,117.70528,0
1086,8376.017,68.73275,22.785122,392.95453,37.262,161.13797,1
5131,4800.821,69.68214,25.758326,304.2654,40.96877,136.78755,0
2227,4971.411,71.611046,20.077143,367.5432,35.436054,131.9555,0
2384,3507.7373,73.94586,28.040932,300.43765,44.431007,149.52719,0
22,5578.777,77.12424,24.739687,389.15854,40.75718,140.04001,1
3122,6547.3457,43.61004,16.35897,215.96298,25.570467,87.52506,0
666,8534.869,76.12,26.082064,382.4366,42.804058,155.8883,1
5968,5799.686,39.95888,14.698627,157.13873,23.157425,75.82397,0
3385,3184.9097,63.0248,23.58721,266.27206,37.688347,128.37901,0
891,4245.135,58.503666,20.13475,284.5683,32.889084,116.61122,0
4002,6327.2373,69.169136,21.33405,343.38626,36.950943,134.7479,1
974,2013.667,49.595703,18.207718,199.45296,29.42953,98.199104,0
4212,5301.726,55.339664,17.889679,285.96707,30.053673,108.128334,0
1979,9058.339,73.09398,25.003077,354.69073,40.556297,140.03603,0
5333,6001.048,63.89042,19.838894,324.3197,33.966267,123.124794,0
3162,4828.412,51.38607,19.192215,203.10083,30.66422,101.132484,0
1325,7865.999,41.018925,12.263303,203.2643,21.026903,75.83184,0
4435,4194.1665,66.60627,24.164747,294.52966,38.825016,131.19812,0
1777,11524.653,36.73979,13.867201,183.7768,21.835392,73.74548,0
958,3017.669,64.867485,21.866592,283.70987,36.323677,127.74527,1
1092,11214.757,87.244736,17.097189,536.6736,33.485626,125.675,0
5331,4143.752,66.5347,22.687836,309.2009,37.495014,130.89168,0
3398,8926.16,33.240555,10.648156,176.77724,17.551706,63.553806,0
4500,8488.399,61.840076,22.097408,313.08255,35.228367,120.25973,0
4257,9649.888,32.19723,13.774082,141.3474,20.577143,64.62102,0
3515,11754.903,46.235664,14.493601,262.7826,24.597443,92.61359,0
5976,5828.516,40.38046,15.857301,161.62827,24.676153,79.54136,0
5103,5019.952,57.125744,18.671085,269.31094,31.293192,109.927345,1
943,9010.472,46.21441,17.950426,192.45464,27.998735,91.50575,0
2092,5302.92,63.27241,22.104248,305.1487,35.883575,124.29381,0
5130,8914.231,30.180159,11.993229,153.84785,18.460936,61.57847,0
2164,2523.4492,61.725815,21.970598,255.83627,35.90508,123.7828,0
3290,10484.474,45.009987,14.578933,250.92606,24.427101,89.27242,0
4625,6045.7974,72.93571,23.857994,332.6065,40.211063,138.94907,1
877,6593.46,69.56222,22.820343,337.1179,38.371655,134.15044,1
2054,3391.2292,51.694096,19.061916,229.40012,30.341002,102.63428,0
1021,3824.3606,66.37233,23.40745,279.4025,38.219925,132.85896,0
1454,3149.9219,59.813965,20.81938,270.4957,34.025383,123.87618,0
3582,5016.555,61.56172,22.139366,275.50296,35.558376,120.62784,0
4403,4537.6147,62.72618,20.722,312.2989,34.34922,126.73573,0
5452,2929.9705,77.79667,27.252495,328.3069,44.56356,150.45767,0
3847,7819.189,88.80225,40.101097,309.66702,58.756218,181.47061,0
5149,4116.474,71.04209,24.332018,317.1709,40.180466,144.04553,0
1328,6106.09,69.38299,24.3346,330.42465,39.689648,133.28448,0
5675,13576.037,51.78182,16.8837,300.2397,27.526785,97.7205,1
1055,5246.446,67.38185,21.577635,309.09235,36.723564,131.87267,0
1601,2827.868,67.56561,22.441303,285.94186,37.797707,131.48524,0
833,6802.422,75.05938,25.541134,367.91812,41.555088,142.57808,0
118,3414.021,67.88793,21.71525,319.01953,36.88049,132.39763,1
5655,5890.9253,73.441124,22.892815,358.7609,39.560246,144.81232,1
2556,3138.0935,68.10031,24.079708,285.4819,39.3476,136.04164,0
2381,3017.154,62.433292,21.845558,280.03616,35.675808,126.512634,0
3028,4747.8916,58.864086,21.756607,251.38374,34.537487,115.74143,0
1819,4167.343,59.916393,21.410362,249.34752,34.790264,117.93423,0
4901,7791.0083,65.083496,22.082016,272.24088,36.70742,125.452095,0
1048,10057.836,56.381836,20.690058,272.57785,33.102455,112.26585,0
994,4258.366,77.57443,25.651323,343.16742,42.97547,152.46892,0
5175,4704.774,64.0119,21.552095,319.02094,35.60043,126.664894,0
5630,3581.776,55.03193,17.385902,295.1115,29.61438,115.91281,0
4115,6586.309,61.654514,21.225677,272.6299,34.971478,121.35022,0
2481,2086.6052,48.032246,16.76647,198.38939,27.581837,97.032394,0
4912,6278.2754,56.735924,17.192001,302.62656,29.512615,112.76498,0
483,3795.588,56.899117,19.896275,269.68097,32.112793,114.68513,1
5191,3643.5928,58.44732,18.076424,285.6699,30.80121,111.006454,0
3,6476.0938,65.28102,19.619991,309.5135,34.663162,129.21678,1
1037,6308.1665,63.52328,21.239302,324.41037,34.68101,122.476944,1
3382,844.752,98.24555,47.55618,285.6294,68.361565,198.45166,0
4752,8995.845,43.139576,14.117511,230.5011,23.604757,90.44412,0
2140,3365.43,52.546455,19.58217,242.11404,30.877613,105.24693,0
1803,4049.4868,66.426865,23.59169,303.9283,38.181404,134.43889,0
5515,4743.032,70.41625,24.835655,323.20782,40.06007,139.70613,0
4338,14532.03,49.55545,17.033428,253.93596,27.668427,96.06726,0
4389,3794.2676,58.47502,21.23792,239.22823,34.384254,117.07858,0
1676,7819.1914,58.45545,19.90862,323.42334,32.296238,112.96183,0
141,7599.548,73.11265,25.76672,355.55154,41.475704,141.50836,1
5592,8517.622,48.354916,16.35244,235.06152,27.313082,97.79691,0
5238,2483.5217,47.843296,15.386529,214.5266,26.131227,92.48784,0
2017,4230.112,59.298462,20.927092,284.86734,33.788963,118.44275,0
1224,9005.241,51.20211,11.607299,436.54633,21.667515,147.59802,0
5811,4802.904,52.679676,15.516504,278.5692,26.861963,100.744385,0
5820,7509.9014,40.607418,16.207106,173.47285,24.889336,80.91855,0
2623,5147.2397,58.72086,21.691723,262.18964,34.399673,116.86279,1
4945,3383.743,62.292446,22.066572,266.58392,35.895084,128.49214,0
478,7828.2456,50.216755,15.76242,258.58798,26.679863,97.77269,1
529,8540.69,54.518593,17.051683,283.561,29.091866,107.27766,1
3348,11204.215,61.798462,20.390602,284.01062,34.20675,120.39094,0
1710,5811.4004,20.932592,8.971108,138.64276,13.425985,51.093304,0
4202,2503.498,64.57213,23.229992,262.55438,37.71593,127.261894,0
1130,5975.125,49.06121,18.585558,203.98647,29.449705,97.55919,0
3392,4803.5264,65.07321,23.32279,262.97327,38.006306,128.24544,0
3665,5274.47,52.429085,16.877901,262.66287,28.507236,104.80395,0
5942,6379.7256,62.04854,23.271988,252.62825,37.2362,122.66466,0
2458,6807.0586,43.75867,17.823053,172.80354,26.965132,85.13288,0
4405,4745.113,64.653435,22.642351,330.95596,36.24378,127.865,1
3504,7892.0156,60.454514,21.042484,310.93646,34.00449,121.289635,1
3862,5742.8896,71.504395,25.108448,341.7475,40.69492,144.82225,0
1465,9906.679,40.01892,15.146242,186.96098,23.759817,78.14074,0
414,5002.0977,57.674576,20.176723,282.52502,32.633533,113.35907,1
4109,3307.8984,64.01766,21.760302,304.844,35.755344,126.84058,0
2344,3378.0596,59.607357,23.180326,242.55183,36.225548,120.487816,0
4392,7296.5654,42.890934,15.841174,184.99939,24.591913,77.869415,0
3078,2195.0085,78.26824,29.096287,295.4704,46.82968,154.37486,0
1729,13018.186,107.86294,19.337992,786.8708,39.000423,165.75371,0
3497,3367.47,56.1686,20.765509,240.48888,32.978745,109.46575,0
5379,4178.2866,52.92603,19.590874,233.84596,31.315025,109.45166,0
2592,4809.7603,98.10756,46.176144,295.00974,67.13078,195.11522,0
1857,3487.88,71.305756,25.793476,309.52625,41.359425,140.41116,0
90,4546.3564,72.38916,24.6127,337.64383,40.205654,141.08844,1
3262,7944.4053,42.993427,16.878572,190.1555,25.971663,82.56364,0
4,3484.6162,67.163925,22.778345,294.00235,38.01547,135.65129,1
6076,7212.1216,31.64044,9.794952,167.1185,16.576609,62.22218,0
4662,5347.365,74.69532,24.393215,366.33163,40.36223,142.14769,1
844,5609.1646,56.31152,18.611486,280.02267,30.938726,112.586494,0
4817,6796.0884,43.279423,14.892947,182.65797,24.643707,87.44781,0
3874,9859.699,30.788317,10.597804,137.91591,17.13424,59.2711,0
2014,6084.7905,49.5072,18.299707,196.28658,29.49103,102.13045,0
5952,3629.5273,36.940243,15.28802,136.36472,23.270435,68.45159,0
1047,2266.6023,56.28663,21.31516,227.04288,33.791454,114.22044,0
340,7420.7104,71.77219,23.868462,356.3863,39.714554,142.37509,1
1538,3456.2598,67.04571,23.941483,295.32068,38.527122,127.884926,0
5657,6303.073,85.56773,24.269548,465.02493,42.75463,161.9953,1
630,11734.327,63.47688,21.923195,337.19962,35.585087,126.16774,1
730,6442.927,75.92625,27.696642,324.66202,44.333572,147.69058,1
5254,6237.0747,57.97934,21.576365,255.43828,34.39997,115.80003,0
2546,5875.4956,65.15428,21.824783,299.82104,36.482796,131.17615,0
3414,6983.701,37.79927,12.836813,196.27339,20.56191,70.70429,0
5200,4699.129,78.5541,27.17885,357.13486,44.382565,151.31078,0
2619,3547.4067,61.028393,21.339561,267.7474,34.83096,119.29895,0
1243,5397.238,67.35417,22.029167,327.0709,36.976383,131.1053,0
858,5709.157,70.23376,21.645212,329.19165,37.394196,138.11314,0
1119,8477.125,64.22862,18.810055,321.24484,33.099735,124.76981,1
2567,8787.861,54.115005,16.386736,291.09396,28.592625,107.87137,1
1206,14760.082,58.10335,18.581556,349.20917,30.84366,112.76643,1
3107,12591.054,52.19001,16.789825,281.8692,27.382326,94.348564,1
3363,8400.369,35.823513,15.148516,148.01468,22.675116,72.041306,0
1916,9640.398,38.321335,14.622131,174.75055,23.002249,77.35052,0
5518,11894.59,51.680695,17.653183,247.67868,28.809626,98.37682,0
1759,2238.5737,58.026222,21.338224,233.95616,34.39835,115.34063,0
2268,3815.9043,61.917847,21.905764,295.566,35.53739,122.42303,0
1150,4396.7163,32.417038,13.3569145,122.677956,20.355238,63.94943,0
101,7478.2134,67.1912,22.482061,310.5805,37.828888,132.5322,1
6073,8454.092,47.800846,15.300846,291.6084,25.770773,96.37625,0
3465,3111.912,50.136257,16.751137,225.4021,27.877712,97.098076,0
1520,5935.7603,62.28948,22.21982,296.13477,35.650887,122.75997,1
4162,5555.37,71.63117,25.710712,319.66565,41.22054,139.66653,1
3792,10923.095,36.425903,11.267794,246.59888,18.534397,67.77863,0
3045,2388.6707,51.335995,18.894249,217.39243,29.994625,99.7947,0
498,6490.62,64.84895,23.002869,295.42157,37.375744,127.48163,1
6149,7754.596,55.79954,17.53764,243.90717,29.422386,103.53912,0
3890,5030.1616,47.011227,15.629523,250.46207,25.914864,94.09414,0
3265,6428.6523,49.420662,16.052122,249.5319,26.8265,93.63305,0
4947,5776.906,54.96709,19.591904,259.02396,31.813911,116.19574,0
2843,2528.1262,46.134224,15.37624,198.03528,25.662205,88.864006,0
3486,4957.1323,67.4875,21.390343,337.3497,36.68827,142.92354,1
2109,5507.788,67.472855,20.669813,335.4985,35.52355,128.74506,0
3281,6672.294,40.86354,17.349874,146.65285,26.093636,82.0844,0
1656,6940.932,67.4259,22.3317,355.7198,36.560078,131.42339,0
3745,6003.1543,44.927074,14.584354,233.40634,24.319883,89.05229,0
419,4053.114,56.729107,17.151756,301.82492,29.073977,108.37564,1
579,10264.98,57.58183,18.466393,295.34317,31.23636,113.917175,1
3368,4862.6475,55.4759,16.703197,286.70062,28.936756,108.32624,0
5054,5395.869,64.80669,20.252886,316.55844,34.585167,124.22814,1
250,3823.8538,51.67331,18.113268,250.22508,28.995213,105.37952,1
5042,4304.3784,57.944763,19.886616,269.85638,32.62528,115.66398,0
2877,1097.3405,13.758263,6.0896716,51.16189,9.112192,32.705166,0
3980,7435.27,39.650238,15.736892,181.21129,24.083504,79.63407,0
831,7874.1406,43.450207,14.727198,187.76323,23.823568,79.18715,0
2105,3092.632,57.442833,21.464128,247.20412,34.10471,116.99417,0
2539,3120.8457,46.374954,18.257265,167.95645,28.47763,95.29796,0
2477,13600.777,50.06098,18.284323,242.28102,29.086155,98.36029,1
2693,8803.533,67.04449,23.224222,337.80804,38.005642,131.0751,0
1116,15173.579,34.27789,11.589459,206.00246,19.010983,74.05307,0
2095,2193.3884,51.25607,17.424438,226.24693,28.938148,102.46484,0
1721,4010.5056,50.01097,16.49839,231.48807,27.72892,101.0711,0
3085,5139.9307,37.18925,11.926544,215.52722,19.642742,71.459694,0
5996,4113.081,68.55595,22.860313,331.42023,37.509293,132.25739,1
3716,1905.8792,60.61449,23.423302,236.16943,36.84447,123.12274,0
1343,3893.8032,72.747765,24.538311,359.80533,40.52267,166.55363,0
26,12299.272,62.05247,22.960657,310.8497,36.040665,122.463806,1
5437,2703.301,48.324898,16.67112,217.29059,27.604635,97.22421,0
1255,5032.7944,70.14216,24.892216,336.36914,40.11828,138.6604,0
162,5947.243,73.52208,24.56271,366.5016,40.09377,140.31664,1
647,7842.8486,57.09879,19.871305,307.442,31.867813,115.064156,1
4432,6163.6226,52.25183,19.840067,242.73041,31.273367,104.01279,0
4808,3900.5479,52.558674,19.340551,229.19777,30.81096,103.13417,0
2346,4996.3555,56.75196,18.131973,276.13815,30.739763,110.49043,0
5632,8248.545,69.41587,24.799377,301.85913,40.174618,136.15152,0
5517,8294.269,42.73796,15.682874,205.38286,25.025312,86.197174,0
6035,4087.8933,63.738766,22.358126,287.4841,36.76234,128.00232,0
528,13000.487,54.227512,17.824163,280.57202,29.265194,102.343735,1
5734,4483.7334,54.034855,19.621443,256.3085,31.284594,113.56865,0
3425,4542.761,49.709507,15.129084,270.9502,25.96229,99.505424,1
3161,4298.9194,76.60623,23.98217,360.98648,41.228897,151.39502,1
1078,10289.935,54.048008,19.043827,291.3822,30.758383,109.262695,0
3119,8537.114,55.661747,19.896267,272.92526,32.105045,110.470505,0
5834,6381.523,75.68383,27.62457,344.39093,44.28218,151.05089,1
259,7046.3936,63.990013,20.114887,329.8226,34.16343,123.950485,1
2170,6349.611,54.53186,19.057755,263.898,30.89728,106.89574,0
217,5990.325,57.844406,18.230787,290.562,30.93348,112.64807,1
503,11742.151,68.62931,21.12588,374.9454,36.566917,173.41884,1
1359,4007.2507,83.560196,29.612806,353.31827,48.301384,168.46733,0
3632,6557.569,75.53533,25.021622,396.99658,41.244812,144.52898,0
3320,1632.2231,52.6986,18.600243,215.46123,30.460527,105.13157,0
544,4851.9346,70.20836,23.189846,346.95657,38.204006,135.3148,1
418,3308.2732,67.31343,25.992668,283.6371,40.59227,133.91687,1
1550,5687.108,40.330154,14.706268,199.13261,23.3587,79.2051,0
2423,1993.4922,56.45828,20.791817,225.78522,33.549225,112.58486,0
6155,11504.223,44.269794,14.046366,211.01605,23.813532,84.10385,0
