,LTE_LL_5,LTE_EE_5,LTE_SS_5,LTE_LE_5,LTE_ES_5,LTE_LS_5,Label
3460,2288.6116,57.754314,21.440613,241.90036,34.267536,115.86381,0
6098,5830.2793,27.009108,11.160017,110.68525,16.825867,53.895653,0
550,5008.746,75.733315,24.962662,375.65347,41.136562,150.1184,1
107,12422.199,62.171623,19.614304,341.65796,32.50655,122.290474,1
347,5374.822,74.92291,22.280647,397.04483,38.302776,152.28864,1
4148,4488.1772,63.46587,23.089148,298.08286,36.85566,127.10966,0
4178,4617.753,62.648544,21.232801,283.96957,35.21361,124.017715,0
2701,2770.6003,60.790947,20.183388,260.7912,33.94199,119.51987,0
811,11203.441,29.479696,10.204343,162.88806,16.521639,60.09203,0
4898,7788.603,42.404224,15.7056875,194.45451,24.825626,88.57987,0
6118,1698.7236,39.061794,13.522133,169.9028,22.22147,77.5482,0
1242,5927.062,55.536007,16.761068,315.31766,28.662722,110.09236,1
4763,2476.3018,68.31292,24.500874,269.60547,39.889603,143.48863,0
1609,14344.912,110.2318,19.937347,799.7031,40.42624,171.27278,0
2118,7442.83,39.22458,15.665989,174.86363,24.029211,81.19236,0
6176,7080.4897,54.75039,17.962358,260.06354,30.268618,106.68812,0
2144,8825.354,38.32436,12.879832,176.66348,21.394678,77.5573,0
1764,2579.269,50.532253,14.591903,254.11523,25.823269,99.92997,0
109,7504.5737,40.86394,12.777277,209.74956,21.745106,83.8873,1
3829,4198.749,61.96144,20.380327,287.84644,34.147556,121.137764,0
3756,4380.682,67.37358,24.183481,303.58835,39.09007,134.4875,1
3854,3531.6924,37.100273,17.182596,117.647545,25.05996,74.53519,0
2940,1243.4884,56.17964,20.109863,199.58537,32.93696,106.53998,0
1691,4747.623,65.24575,21.890602,287.69812,36.82235,135.60623,0
4258,7574.5796,44.07306,19.630447,169.9998,29.043306,89.15219,0
5248,2392.6904,51.675316,17.014431,239.84998,28.528278,105.80251,0
2914,3394.5503,57.720905,21.197851,232.75465,34.365623,122.52576,0
816,2710.511,45.934902,15.633516,213.23244,25.741507,87.913574,0
603,4518.8047,65.65174,20.702776,333.02682,35.022423,128.12498,1
2197,3765.8215,62.30065,22.19267,267.4823,36.122272,131.05057,0
154,8806.847,78.64752,24.773886,393.73627,41.339382,152.84587,1
4209,9418.624,76.99215,26.387043,379.34637,42.865253,151.49055,1
3500,6292.3345,47.376705,17.03418,209.44722,27.548876,96.12512,0
1526,4771.994,66.8811,24.744106,277.12125,39.85919,132.24144,0
1908,4941.212,56.50511,19.005775,288.59103,31.200216,111.15168,0
713,7551.364,56.99507,17.782808,275.0061,30.494318,112.73964,1
3812,5829.2153,30.420694,12.367459,125.52176,18.873594,61.68641,0
2577,7355.766,25.067533,9.109773,117.5917,14.5053215,52.392365,0
310,4608.276,66.84475,23.202509,331.13794,37.515472,133.90892,1
5367,5147.832,49.375294,15.628505,269.844,26.370983,98.91703,0
935,4939.625,63.709698,22.442928,310.4074,36.11403,123.49264,0
4087,5324.0454,54.674286,21.050423,226.16655,33.03208,108.78694,0
5700,5153.287,70.91851,23.605455,367.4619,38.719357,169.86855,1
5892,7162.409,33.059647,13.472676,142.36897,20.58427,66.09128,0
4660,6209.5723,66.44163,22.424932,305.8102,37.04198,130.20651,0
3328,7350.8276,24.586529,9.555515,124.7289,14.623549,47.866867,0
5759,3188.6353,38.521206,13.567255,164.47517,22.014364,74.148636,0
3054,7387.1924,48.524456,17.87066,233.89017,28.382391,96.621506,0
5540,1094.1848,61.313744,29.493212,197.46764,42.469048,131.56804,0
5017,7112.833,34.686474,13.348767,180.92834,20.65985,67.65583,1
3817,3542.3853,72.84596,26.853525,314.45654,42.95712,145.36234,0
5366,3473.4956,65.540794,20.369032,307.7319,35.02391,127.257965,1
4725,3299.767,25.18131,12.156447,112.369225,17.490774,63.192192,0
1395,4736.0166,85.387955,39.353878,277.41025,57.688957,172.8785,0
3883,3157.1667,65.0915,22.602947,290.83472,37.04022,130.18393,0
2195,10378.207,36.468155,11.948449,210.95363,19.717447,72.427345,0
2467,12816.512,47.856335,17.491245,195.60135,28.007034,90.89911,0
4112,3290.769,66.50036,24.349134,273.23972,39.2751,130.0867,0
3892,2429.7417,8.542156,3.5670521,52.751385,5.2976327,18.218699,0
741,5191.0396,62.820927,22.335371,316.30792,35.788086,157.06213,1
3069,2975.0933,60.773735,19.592953,260.9962,33.440475,119.61561,1
5104,3326.1287,65.62455,22.90728,301.08588,37.398083,133.87103,0
525,6505.7173,60.236816,19.512514,284.68954,33.093464,117.75215,1
2333,3472.1174,63.646484,23.638863,263.502,37.661304,125.36609,0
2392,6859.143,38.55514,14.780193,164.85631,23.192982,79.484985,0
4599,5156.174,78.82012,26.754887,365.22552,43.969257,150.49472,0
873,6809.0713,27.696262,10.945109,133.72859,16.749949,57.91529,0
4325,5564.626,62.5086,18.695356,327.20712,32.302227,120.4333,1
3089,4427.721,57.252884,19.219456,287.0028,31.541811,115.066216,0
2317,5182.2886,54.84437,20.431402,243.46165,32.2981,107.6342,0
5916,6530.816,78.00456,26.49844,391.94736,43.06162,148.85649,0
2003,3947.3745,69.56973,24.376219,321.78683,39.30368,136.24939,1
5279,5301.058,65.285614,24.039778,284.70032,38.34624,132.67854,1
1025,4534.362,79.54906,27.751764,354.5657,45.573284,156.64104,0
1285,14829.191,47.595543,15.342481,255.18385,25.88501,96.171165,0
1208,4368.504,56.058056,21.140543,227.05917,33.55582,112.46817,0
4014,13701.467,118.31905,40.016224,677.6036,62.593018,226.17204,0
282,12658.836,67.030045,20.976131,337.41174,35.83334,132.08008,1
3450,12108.727,48.56267,18.110907,196.2453,29.094591,99.80082,0
4750,6626.2773,51.99905,18.208586,218.83368,30.047585,105.95429,0
3923,5190.3975,50.196903,15.821417,288.75208,26.76711,96.73991,0
4025,9073.282,53.167362,19.313772,268.74966,30.851072,107.97505,1
3074,9554.174,40.54799,15.154221,167.86359,24.122404,79.34404,0
1575,6034.5923,61.886112,20.884796,272.10443,34.711864,124.204765,0
3256,6126.0366,66.15729,22.973846,328.4769,37.120087,128.62352,1
331,4350.934,69.09987,22.117493,294.98096,38.000122,132.59479,1
1502,18582.395,44.0715,14.269098,223.98108,24.070637,87.575714,0
3583,8661.239,37.61482,13.610509,171.78044,21.611916,72.99636,0
4579,7364.948,30.712667,11.624925,134.40808,18.243166,61.0342,0
5317,12812.561,38.04401,12.151363,206.79514,20.173283,71.78118,0
1197,12153.466,55.58028,20.620676,263.6558,32.78084,110.78097,0
895,7588.6035,23.508,8.611609,120.03283,13.670456,50.427788,0
2217,5911.4224,59.30649,21.467468,247.74887,34.914394,120.49731,0
1410,14816.816,59.543938,18.521732,367.56714,30.714767,113.18131,1
3933,3546.5605,69.191956,25.745413,295.82925,40.9214,138.5341,0
1800,10172.706,47.37175,16.178284,214.14977,26.806248,92.943054,0
4051,5534.8257,64.50256,18.98497,352.2211,32.898907,124.64512,1
63,4819.521,42.85608,14.184159,201.53174,24.34932,101.267685,1
4175,2849.5542,67.76972,22.783163,290.2697,38.214806,136.67142,0
4013,2967.1248,61.032444,21.022957,283.63464,34.53897,129.00679,0
1773,4108.7437,58.100613,20.275087,281.27118,32.61875,110.76814,1
5760,3369.212,77.73129,26.24429,364.1328,43.417778,158.77426,1
480,7506.889,84.3761,28.554392,425.0279,46.4524,164.49927,1
1937,10161.388,40.94129,14.686175,180.99939,23.268372,76.53998,0
5355,4383.8735,60.547302,21.088661,274.26254,34.520206,122.840164,0
1186,3643.5652,63.38601,21.88763,294.11697,35.637283,124.690025,0
1,7422.442,67.14541,21.570642,312.0336,36.41973,129.8494,1
2461,3716.5078,63.186047,23.157356,304.27066,36.850952,129.42195,0
316,12745.798,43.8897,13.991234,281.708,23.132513,86.58129,1
3819,6610.6855,69.58139,22.785355,360.30316,38.020218,134.7158,0
362,8507.832,54.148533,16.626556,254.94753,28.609636,104.96645,1
3558,4333.6484,74.541565,24.470793,347.1067,40.393196,141.52322,0
5374,4006.5295,36.67637,14.829835,139.13162,22.91884,75.17555,0
890,4655.4673,65.634125,25.317352,294.5055,39.619766,131.53384,0
111,5282.484,67.3879,21.475826,323.859,36.44246,131.80217,1
11,8584.024,55.690437,18.937067,291.0377,30.535114,106.54968,1
6085,3672.4275,64.74402,21.246834,298.89774,35.83286,129.01274,0
5460,3301.109,72.09157,24.829462,311.6387,41.127213,145.02287,0
2492,2280.892,53.719055,19.756523,226.5103,31.731457,115.20057,0
1310,7279.46,64.21383,20.713598,314.89175,34.749256,124.58153,0
3616,2355.759,30.286245,12.484001,93.60873,19.15639,56.612,0
980,7052.8857,64.42004,23.375751,307.29007,37.37904,127.199135,0
1686,7024.5947,44.08392,15.80058,191.36205,25.230736,84.452965,0
4785,8312.278,53.535374,19.098656,261.18106,30.891655,107.78976,0
1826,514.62103,22.842607,9.691481,75.2067,14.524892,44.650726,0
685,5450.2305,69.87182,25.681763,331.25394,40.823887,140.05348,1
4842,5636.3306,38.766895,16.997252,135.94122,25.3926,75.00489,0
4629,3552.8293,65.38273,23.160006,271.74152,37.746746,128.98341,0
3657,2389.7893,60.742928,22.677397,243.09506,36.04338,118.59411,0
4514,8018.4556,65.163536,23.134577,270.90976,37.67912,129.26497,0
6114,6854.9863,40.550568,15.585146,180.94391,24.268774,80.51039,0
463,5324.503,64.62346,20.233414,315.46448,34.501434,123.82207,1
4213,7245.617,70.26743,22.998716,350.77972,38.448868,145.07643,0
4362,9763.82,71.13529,24.34607,343.8226,40.384117,144.69353,1
1552,5439.203,80.79453,28.334902,370.99905,46.017944,159.04001,1
1818,8403.209,113.215775,52.05689,365.25674,76.50354,229.7351,0
5456,5485.787,39.241344,15.931364,151.37318,24.575232,76.48154,0
4372,2988.4866,68.73593,24.714487,285.26743,40.01782,134.49689,0
1813,5432.216,28.882776,11.26074,119.942795,17.383,56.279564,0
1477,3756.2107,25.27842,10.441554,95.16563,15.805668,52.00306,0
1123,1923.1909,65.888954,25.634155,253.78217,40.225094,132.65948,0
1261,5601.504,51.326054,18.748852,229.38557,29.615223,98.862206,0
6142,10221.954,52.932785,18.591131,287.74518,29.74517,102.69995,1
1751,3116.397,57.48078,20.994099,235.74135,33.74815,114.049706,0
0,8273.783,59.926823,18.253202,323.86218,31.44495,118.28916,1
256,4277.7603,77.15399,25.500044,372.86996,41.842346,147.03471,1
3614,4815.235,46.216545,21.247097,156.73296,31.067417,92.16346,0
3532,6855.9736,65.61941,21.906284,304.764,36.541985,128.35066,0
400,3395.529,72.77045,26.993134,300.81708,42.783993,141.84492,1
5750,3442.891,78.24734,25.994017,333.98978,43.73708,151.39378,1
1129,3729.1167,51.123737,19.399889,230.09927,30.535479,108.02063,0
1747,1850.0406,50.832573,17.66081,207.91232,29.241404,100.97331,0
2984,2303.4946,35.27482,14.442548,139.81851,22.178068,71.69566,0
4411,4740.6265,71.48397,25.429186,310.3967,41.484608,140.35966,0
792,12855.778,57.46546,20.682896,283.4861,33.10729,117.438484,0
3203,2060.1265,52.18725,18.986364,214.97217,30.626114,105.0548,0
2529,9483.197,115.18206,24.189606,689.31165,50.025467,201.91048,0
4288,5721.1533,63.298866,22.233055,297.57977,36.187614,123.55891,0
6091,2637.9429,58.17913,20.092665,242.61256,33.32904,115.73908,0
3178,4990.494,72.59893,20.640877,385.8686,36.511406,140.93375,1
1584,3836.2778,75.22739,26.8783,321.97516,43.49903,149.48145,1
174,6179.257,69.62623,21.645056,383.64777,36.022556,138.28413,1
1161,2002.3578,44.2407,15.275958,183.40395,25.034397,84.05392,0
3020,9625.652,39.3044,12.847994,191.93341,21.56026,77.603424,0
2243,5938.4253,84.21549,26.388838,424.30585,44.782703,164.35411,1
5992,6490.1475,46.827087,18.279129,242.84244,28.313322,93.80111,1
2588,7098.916,27.114552,9.707875,114.50396,15.552522,54.549503,0
2815,2005.0205,40.6624,14.26084,175.37881,23.293459,79.61884,0
5553,3853.1843,81.374115,26.19607,362.59952,44.22819,162.41728,0
4737,4420.3716,57.462673,18.854557,285.1157,31.382189,112.93352,0
3096,7781.907,64.50164,23.186079,247.8863,37.76215,126.5262,0
2510,6955.532,59.66549,17.82898,274.9954,30.695612,110.55705,0
3656,4407.7866,26.322971,9.749596,109.60307,15.635247,56.645233,0
4346,2887.375,64.43562,22.541523,275.53534,37.081696,126.74665,0
434,9723.857,62.759274,21.893988,297.54233,35.359818,121.60183,1
2715,4097.896,35.456165,11.085742,194.33997,18.848667,70.71827,0
4424,17583.453,118.821594,19.278053,983.87006,42.637867,211.86464,0
5164,3205.672,66.96236,26.071712,279.49622,40.614147,133.93019,1
6070,8079.111,31.520983,12.938154,130.38622,19.691929,62.037262,0
3576,3685.3037,67.14103,23.1412,318.46555,37.945995,131.9486,0
2360,8517.798,46.779472,15.7471,237.16338,26.218563,94.613785,0
4580,3354.1472,21.666245,9.698978,74.084236,14.279296,44.181297,0
536,3827.0088,61.649445,20.41598,270.44446,34.53604,120.57827,1
5751,11556.989,37.960896,13.86852,221.95958,21.987696,74.432594,1
5196,8237.8,37.340366,13.509179,214.1754,21.17949,74.4404,1
4455,2629.6313,46.71927,18.00138,183.93224,28.457462,114.348724,0
4283,8346.824,35.53988,11.513275,198.2912,19.001793,71.06488,0
4553,8665.379,46.983463,21.223255,151.03261,31.425905,88.82064,0
1872,8983.584,34.08695,12.358787,147.38773,19.5462,61.607235,0
2356,356.52527,17.249315,8.430736,52.204212,11.999614,35.696655,0
1622,3639.636,40.142284,12.336461,220.02716,21.183056,84.337036,0
767,5172.2573,72.99648,25.071337,362.89825,40.84621,145.81955,1
1072,5811.4966,68.72958,23.111305,299.91724,38.741566,136.76733,0
825,6132.959,65.03244,20.98815,324.94653,35.48498,126.91227,0
106,6613.669,60.627888,19.62841,298.4072,33.126175,118.72907,1
4973,7148.3003,47.193207,16.92008,214.28317,27.352625,96.70186,0
87,10672.405,71.69132,20.950527,438.7838,36.70451,145.50987,1
1690,5189.7056,65.92324,23.052519,299.32092,37.30042,129.36093,1
3484,3591.5833,53.98975,19.486454,239.76164,31.392769,108.04066,0
4787,524.9682,20.435738,9.878168,69.3726,14.119538,43.210354,0
2256,4834.965,33.636845,11.968107,128.14569,19.62641,69.0977,0
3590,9710.644,55.323704,18.448889,287.57965,29.884844,105.599174,1
5282,3912.1384,56.556053,21.437195,239.90225,34.077385,113.58333,0
1832,3847.9207,62.244423,21.79615,285.56924,35.499516,131.0104,0
5111,3325.4207,56.134445,19.67568,248.04565,32.179058,111.558426,0
2793,12218.1,47.826534,15.0741625,240.26881,25.458405,92.58206,0
4789,10517.054,67.68961,19.758118,363.50748,34.590454,132.6995,1
4138,6562.5396,65.030556,21.731644,323.07776,35.999584,134.40204,0
1914,2753.0518,51.156742,18.896914,215.06128,29.937151,100.9212,0
3437,4461.3613,45.984238,17.400215,209.32442,27.344769,91.1911,0
977,3994.443,28.536625,12.889572,95.82449,19.004929,58.003677,0
5865,5089.7085,66.794785,23.200512,329.1234,37.90917,131.54167,0
3833,5395.4985,55.019962,18.820414,280.12018,30.58123,105.63352,0
1467,8866.533,40.031506,12.328641,203.64508,20.772995,77.12276,0
3566,6169.5522,31.139174,11.015391,166.99146,17.316326,60.625652,0
555,5457.355,85.60994,30.994104,367.33597,49.676147,165.73418,1
1280,9469.863,32.747932,11.003793,186.43326,17.86383,64.666885,0
5816,18241.13,104.04027,16.020954,870.5437,36.89425,192.15639,0
6096,4354.73,50.763508,18.783401,239.43282,29.831501,103.36299,0
6136,3024.513,67.364815,24.56592,297.1399,39.17375,133.54024,0
5583,7143.573,49.560783,15.351425,258.3726,25.921978,93.25218,0
5626,300.62262,18.284878,8.366872,68.11891,12.337577,44.71266,0
1968,8312.234,34.424232,13.697059,168.0844,20.838398,69.40907,0
2139,7519.6377,43.712223,19.01873,169.17445,28.299555,86.46832,0
1211,3675.2812,53.860386,17.425802,255.0868,29.106401,102.39493,0
3577,8745.033,44.2734,16.995321,187.30617,26.6392,86.53071,0
4008,5154.4478,58.60937,21.484804,268.2573,34.187466,116.68111,1
4504,10873.261,30.66814,12.50401,149.9294,18.912971,59.8197,0
2792,5188.534,72.07749,23.893927,368.74005,39.179356,138.74777,0
4587,2754.685,74.25441,24.872597,310.27286,41.411304,143.0505,0
3982,6372.545,81.94629,26.910412,411.40765,44.633617,157.92978,0
2294,3937.9973,37.20961,15.509673,144.48119,23.440977,73.21889,0
5796,6679.2607,81.54546,28.17196,393.1508,45.7934,160.52689,1
2300,3514.006,53.90242,18.785295,244.51175,30.748587,109.50385,0
2841,11617.083,32.10905,10.308488,177.8723,17.152079,65.27191,0
222,9475.781,65.72023,20.943836,351.70386,35.52735,128.70622,1
4520,7030.19,59.616917,20.868969,305.5272,33.838757,118.408775,0
3545,4178.195,48.34935,17.698416,219.18071,28.161652,99.6061,0
2802,6484.9575,54.686592,20.449482,270.79468,32.141468,109.375275,0
1141,4990.5093,67.76952,22.20216,329.10883,37.124947,136.13199,0
4951,6149.4736,70.32059,22.894695,356.96017,37.909134,138.43172,1
2295,860.2015,40.026367,16.026463,137.59486,24.032,69.00036,0
2210,6521.836,59.2667,20.204,284.39813,32.968925,113.21674,0
3601,9108.083,68.47483,24.154165,381.87247,38.794395,135.24593,0
4878,7627.3047,53.514225,19.588764,242.11523,31.022236,109.20331,0
1340,9622.402,67.5982,19.4743,380.77292,34.06313,130.08333,0
1736,8127.1045,58.958714,21.538927,271.00488,34.467266,117.33837,1
1104,4235.7314,61.816666,21.82856,292.06134,35.350384,120.93039,0
1659,7634.9614,82.20951,28.601282,394.86316,46.253784,160.7469,1
3905,4809.4004,35.305733,14.415181,151.94736,21.902382,70.593,0
2203,1778.7798,52.09297,20.025145,191.52916,31.747194,105.07651,0
3406,4712.8857,52.205143,14.55667,290.246,25.653406,98.31706,0
2362,4384.159,55.84106,20.424942,250.9237,32.568375,111.42391,0
3358,3893.096,62.201225,22.250206,290.5691,35.52741,121.0445,1
2132,6891.472,69.58338,23.96727,316.0973,39.374004,141.60301,0
5708,5605.49,65.02173,23.72186,275.51724,38.102516,127.160645,0
1203,5753.92,55.447872,17.69339,279.65207,29.934772,109.66974,0
159,3904.2158,67.30382,23.480444,311.25403,38.066998,135.29987,1
2374,4668.7144,47.076706,17.165403,187.35115,27.874569,94.868835,0
957,3351.1934,44.418808,12.81723,244.32755,22.442432,87.554214,0
2625,3931.7227,57.173096,21.615854,226.00069,34.115894,112.83145,0
1625,8692.421,27.001066,9.707348,137.14139,15.694674,59.404568,0
621,3339.95,62.21497,22.935732,269.87912,36.291565,124.98082,1
2293,6722.6777,57.786625,18.769947,329.858,30.749012,112.1647,0
4302,2941.0027,56.570484,20.872952,248.2238,33.459328,120.01234,0
1935,6173.4346,41.960785,16.411802,226.50627,25.284204,93.823204,0
2808,6209.6206,49.543484,16.128988,245.18439,27.18748,97.34281,0
1859,11065.655,46.3365,15.809827,224.42856,25.313087,85.614655,0
3205,7941.675,68.621895,23.566095,354.58917,38.05103,133.84142,0
1714,8624.551,75.87514,22.52933,372.32425,39.51002,141.74614,1
5092,5142.4346,60.275505,21.113903,297.00418,34.162544,116.94986,0
5423,3437.2263,61.375034,21.308538,283.3235,34.898952,130.98477,0
3049,4056.1982,66.60911,23.00372,308.51498,37.610123,131.44406,0
233,12553.163,37.862007,14.263084,185.7344,22.400436,74.12639,1
1528,8045.216,62.065086,22.607906,247.5938,36.730316,128.17155,0
4497,4222.3193,64.200386,20.149137,315.78033,34.11355,122.335724,1
433,6347.7783,60.0426,21.492157,281.4928,34.660168,118.978546,1
2935,8350.592,61.0246,21.607151,249.42061,35.53374,122.31806,0
2345,9937.483,45.674454,16.439812,217.0807,26.295341,90.170685,0
4818,3023.4268,56.245743,18.753847,255.31467,31.260216,108.85649,0
3337,4411.0625,36.326,14.6260395,146.87122,22.406698,72.437515,0
3309,3395.361,55.702427,18.713104,259.364,31.129301,110.41269,1
3018,5711.8374,50.67943,17.819174,209.02992,28.838503,96.775566,0
4619,6703.539,72.343765,23.702568,314.74893,40.197395,139.72212,1
5937,9120.583,50.106552,16.358112,247.3295,27.519312,101.90447,0
998,2922.2324,42.9929,17.425701,171.58598,26.818127,87.66736,0
6048,4605.0044,50.102634,21.022182,196.68718,31.883665,101.72708,0
5755,7092.0312,39.98714,11.991423,242.39032,19.884321,75.32536,1
2620,6479.169,81.98824,29.27887,321.40533,47.793884,164.7425,0
3821,3626.3904,54.74122,17.578022,257.39703,29.828398,108.54258,0
1617,3008.3157,51.856876,17.167923,230.89926,28.699316,99.620895,0
3929,9344.173,34.845333,12.154602,147.38779,19.85274,70.085266,0
3187,6207.527,28.18744,10.591186,114.58989,16.692171,55.875214,0
2982,556.4733,47.27338,22.799768,137.36703,32.706898,94.20717,0
1443,5954.4155,69.81222,20.485603,380.08136,35.492584,136.36415,1
2794,2757.9521,49.473923,17.8444,214.13411,28.538286,101.98433,0
4471,5737.4,59.53916,21.37425,285.6946,34.328377,116.59127,0
4727,4096.7764,48.170387,17.947433,218.53604,28.480536,99.62577,0
1665,6519.486,51.25642,18.637629,226.90779,30.191708,108.48515,0
5005,6456.8857,79.804794,28.657646,390.60925,45.880863,156.03087,1
5156,5210.3374,70.94019,22.058119,346.3391,37.919056,136.92606,0
2970,4363.5522,58.1653,17.811333,296.92456,30.664623,113.69632,1
3051,9154.986,31.013227,10.856823,148.68289,17.595085,62.798943,0
5391,5534.784,37.70192,12.783793,198.13518,20.688961,86.28407,0
1581,9803.546,42.648853,15.998656,196.41937,25.160862,87.21478,0
1479,3665.8557,62.39102,21.658546,271.30252,35.41692,128.31697,0
5745,6444.5625,25.139477,9.627532,108.06677,14.831425,47.07153,0
3871,5335.6094,68.79442,23.343906,316.4057,38.590744,137.56645,0
2499,3896.0605,82.882126,27.050154,404.66547,45.40219,186.35806,0
5569,5336.0225,69.1495,24.002457,332.00598,39.248276,136.81131,0
91,10826.527,70.54199,22.312958,385.73093,36.897705,128.26535,1
2724,3735.8455,62.583538,21.182188,284.61343,34.817223,125.79776,0
1740,3014.9836,53.815395,20.32003,205.47423,32.40994,107.57139,0
852,1561.002,51.30628,20.20466,189.43153,31.61918,110.06927,0
548,9396.832,73.457794,22.117344,404.3674,37.308308,139.27563,1
3733,13238.352,47.255592,15.858707,225.49142,26.690113,100.03189,1
5529,8619.6455,62.997776,22.303566,284.16162,36.36501,126.59632,0
1276,6719.069,72.68287,25.658298,350.7411,41.200897,139.07301,0
2236,3831.5872,69.16459,24.820902,292.51147,40.392693,137.7967,0
5694,10412.061,43.251522,14.098676,203.6031,23.736828,85.2483,0
5160,5897.973,76.20747,25.224552,368.4504,41.840313,144.64438,0
4522,8430.99,57.23372,20.583017,269.4412,32.979565,116.6216,0
5984,1424.6794,23.369322,10.072995,92.72665,15.235799,58.159897,0
2145,8622.394,44.356613,16.784573,209.9497,26.230036,85.732346,0
3409,5891.1465,56.98652,16.9957,337.5704,29.177408,113.45867,0
1969,4602.158,70.29896,24.037361,325.05515,39.236126,140.07741,1
604,4846.919,62.97116,22.23052,348.66556,35.665257,130.33682,1
5097,9051.372,59.1621,21.75139,281.39935,34.380203,116.77259,0
6123,853.8846,97.133766,46.430756,283.941,67.141525,195.47845,0
4813,2181.271,48.7892,17.14982,199.53613,28.158476,94.70914,0
1731,6151.29,65.20758,20.968058,320.86038,35.422966,125.88813,1
5895,11284.771,54.493084,19.787582,261.94418,31.888546,108.40996,0
268,4824.8755,55.209126,17.209251,270.51736,29.545616,109.721794,1
1886,3804.7698,29.688728,12.097939,114.81152,18.456764,59.30636,0
495,3949.692,67.338715,21.983473,318.89667,36.777493,128.5853,1
5933,5517.2925,54.07229,19.906878,240.71294,31.76414,106.88864,0
795,3044.8362,65.825516,24.623646,288.02518,38.87981,130.82147,0
1083,1977.8203,61.788605,22.01906,240.63881,36.10411,125.2948,0
4542,8730.872,44.597206,15.578552,219.1282,25.14799,90.062065,0
3041,2829.7751,62.731255,22.748163,268.9208,36.637646,123.632576,0
500,6686.3853,72.5883,22.203735,389.28934,37.981968,140.77856,1
896,5031.215,68.86419,24.684978,291.68353,39.981194,132.73676,0
6045,5373.9424,73.68867,24.271914,381.62088,39.79436,146.67728,1
4406,4757.2607,62.125526,20.359564,301.80078,33.507626,114.99402,0
1824,4687.2705,37.464695,16.546106,133.97523,24.563139,76.41997,0
4020,8903.131,60.032574,20.864223,316.74323,33.92247,123.7569,0
5332,4169.2114,56.15575,20.099297,252.40114,32.346664,109.10455,0
3153,5408.344,46.181534,17.21245,197.51706,27.470879,96.14882,0
3489,3339.2336,47.059246,15.707573,219.91998,26.13248,91.862724,0
4310,4698.0366,64.850815,21.272966,307.14407,35.73718,125.65107,0
4462,4088.316,55.282646,16.757696,290.33145,28.912773,108.948975,0
4664,6620.4297,37.598156,13.034586,171.72629,21.546589,79.69225,0
3086,5609.06,20.884327,7.7152424,115.565865,12.116364,46.519783,0
814,5709.0117,68.57667,22.60271,343.3132,37.545025,133.72218,0
1650,10198.01,32.06057,10.767519,165.12833,17.580845,65.726616,0
3526,3847.8008,76.43949,25.165737,341.6383,42.053993,151.49371,0
2601,6944.256,52.603638,19.14964,252.12047,30.401028,103.799255,0
591,4372.065,55.628006,19.633741,299.3074,31.168589,110.68282,1
2200,5271.7227,64.32157,22.353632,314.1189,36.134712,126.82157,1
2541,7013.05,62.71066,22.748358,299.26187,36.546677,124.55878,0
3295,4701.6143,42.431248,13.558125,252.24828,22.414457,81.920334,0
5405,522.1275,60.62686,29.019758,178.62918,41.860317,122.30426,0
274,4455.428,48.42785,17.856913,215.43312,28.368341,94.26695,1
4097,7226.679,27.99455,9.790423,149.53291,15.729154,58.914333,0
1148,4555.3574,57.640713,20.253185,270.11453,32.802967,112.27489,0
1501,14366.384,29.607517,10.21066,179.76668,16.412539,58.8549,0
2820,3208.863,64.82563,22.514229,267.14987,37.03001,125.51386,0
1133,5718.439,48.544094,16.14904,218.2054,27.18487,98.79604,0
5859,3429.9695,66.91954,25.717579,264.06018,40.49003,135.58792,1
4939,3651.7378,55.640217,19.270475,258.9472,31.575886,114.113304,0
4650,7445.5547,65.138504,19.056965,366.95172,33.254677,126.94178,1
3552,6292.336,71.50501,23.388678,386.6424,38.92498,139.90303,0
2609,13102.402,41.39308,15.036434,213.1197,24.019146,81.94372,0
2796,10431.42,33.364834,10.674696,178.28908,17.695545,66.518486,0
2100,3471.4363,49.148582,14.95686,245.00813,25.8287,94.79203,0
5112,2453.241,57.908974,20.595232,251.19408,33.603073,117.06774,0
2603,4935.384,123.376564,58.31402,372.9263,84.78636,250.73875,0
899,4640.7954,62.110558,21.402258,283.39758,35.19425,121.96406,0
5428,2772.114,61.065792,21.778782,264.62653,35.150772,119.52241,0
1334,7503.8335,54.020042,19.03893,275.22546,30.55152,106.1815,0
5213,5388.8228,59.020256,20.938108,249.22295,34.219925,119.73885,0
882,3100.4016,52.305893,19.744156,209.31844,31.306366,104.16377,0
3689,4810.418,77.758415,23.948671,382.49277,41.261246,150.9547,1
1641,3166.6533,41.470245,16.468494,178.60968,25.411684,85.92499,0
1901,4623.3525,46.813694,17.541874,227.02303,27.405222,93.460464,0
4376,4757.954,44.92423,16.254944,205.92038,25.954403,93.78876,0
1226,2275.1577,48.681282,17.156322,205.89064,28.032383,93.889336,0
1996,6414.2397,38.75991,14.806681,187.49985,22.992067,77.91792,0
4337,2810.012,103.17683,50.895958,299.0181,72.40202,208.71259,0
1415,7806.7803,30.209303,10.254308,156.3692,16.757114,62.56475,0
4241,5646.952,34.366543,13.694695,156.09839,21.126896,69.82858,0
5033,5468.247,73.44773,24.052309,379.26144,39.882797,143.61299,0
2252,5312.372,69.565155,22.316324,385.27145,37.26117,134.99586,0
4330,4090.3452,55.144886,18.226273,252.9863,30.447714,121.59632,0
4296,5374.3994,73.40546,24.921131,373.94943,40.650967,143.0881,0
